,Chamber Temperature (C),dT (C),Wet Bulb Depression,Corrected Water Potential (MPa)
2021-05-23 10:00:00,5.46,0.973,4.911,-2.0576678084468205
2021-05-23 10:30:00,6.9,1.147,5.745,-2.1867759753678597
2021-05-23 11:00:00,8.19,0.942,5.69,-2.0474896574867305
2021-05-23 11:30:00,9.33,0.784,4.959,-1.724926855933749
2021-05-23 12:00:00,10.42,0.429,4.445,-1.4923163596482154
2021-05-23 12:30:00,11.13,0.293,3.941,-1.346556118989027
2021-05-23 13:00:00,12.03,0.476,5.194,-1.560142173167843
2021-05-23 13:30:00,12.72,0.183,4.481,-1.3535428724462415
2021-05-23 14:00:00,12.85,-0.309,2.493,-0.8456880337675127
2021-05-23 14:30:00,12.41,-0.697,1.252,-0.5317400863900275
2021-05-23 15:00:00,12.27,-0.58,1.47,-0.5318954528120073
2021-05-23 15:30:00,12.03,-0.653,1.085,-0.4314311652255652
2021-05-23 16:00:00,11.38,-0.874,0.388,-0.2638966506747691
2021-05-23 16:30:00,10.8,-0.791,0.235,-0.19431608119714588
2021-05-23 17:00:00,10.37,-0.727,0.209,-0.17108561692635488
2021-05-23 17:30:00,10.02,-0.635,0.209,-0.16213429274112656
2021-05-23 18:00:00,9.69,-0.606,0.243,-0.1668038381899649
2021-05-23 18:30:00,9.21,-0.707,0.165,-0.15319088450838036
2021-05-23 19:00:00,8.71,-0.845,0.117,-0.15573669181940158
2021-05-23 19:30:00,8.25,-0.683,0.099,-0.13320143911168986
2021-05-23 20:00:00,7.86,-0.726,0.083,-0.1310671463705633
2021-05-23 20:30:00,7.5,-0.805,0.085,-0.13571822126361
2021-05-23 21:00:00,7.47,-0.528,0.111,-0.10786570725887343
2021-05-23 21:30:00,7.97,0.002,0.172,-0.06641079417586185
2021-05-23 22:00:00,7.38,-0.217,0.124,-0.06894604688357359
2021-05-23 22:30:00,6.54,-0.388,0.064,-0.07000791595248212
2021-05-23 23:00:00,5.96,-0.377,0.051,-0.07427650143473527
2021-05-23 23:30:00,5.51,-0.53,0.09,-0.10893549228026408
2021-05-24 00:00:00,5.2,-0.494,0.176,-0.13786570725887343
2021-05-24 00:30:00,4.99,-0.335,0.25,-0.15319088450838036
2021-05-24 01:00:00,4.77,-0.356,0.31,-0.18465899084552878
2021-05-24 01:30:00,4.34,-0.483,0.259,-0.17999472269834524
2021-05-24 02:00:00,3.94,-0.395,0.253,-0.1732067164133446
2021-05-24 02:30:00,3.66,-0.421,0.281,-0.18893285362943668
2021-05-24 03:00:00,3.37,-0.375,0.303,-0.19787098456052818
2021-05-24 03:30:00,3.06,-0.312,0.304,-0.19534100915447117
2021-05-24 04:00:00,2.85,-0.334,0.37,-0.22895132418522832
2021-05-24 04:30:00,2.7,-0.27,0.428,-0.26319616181003513
2021-05-24 05:00:00,2.61,-0.263,0.541,-0.3157340531685742
2021-05-24 05:30:00,2.55,-0.125,0.622,-0.34212637678864444
2021-05-24 06:00:00,2.52,-0.273,0.641,-0.3789381309310914
2021-05-24 06:30:00,2.31,-0.322,0.677,-0.4110618690689085
2021-05-24 07:00:00,2.2,-0.295,0.75,-0.44786042995721864
2021-05-24 07:30:00,2.19,-0.225,0.799,-0.46894076958191877
2021-05-24 08:00:00,2.2,-0.35,0.796,-0.48640815552503447
2021-05-24 08:30:00,2.27,-0.272,0.945,-0.5467985608883101
2021-05-24 09:00:00,2.43,-0.429,0.984,-0.5867932835866554
2021-05-24 09:30:00,2.55,-0.245,1.059,-0.6042527535772889
2021-05-24 10:00:00,2.83,-0.196,1.197,-0.6425431686601939
2021-05-24 10:30:00,3.07,-0.062,1.212,-0.6385318936628516
2021-05-24 11:00:00,3.39,-0.147,1.33,-0.6868091154916196
2021-05-24 11:30:00,3.76,-0.147,1.415,-0.7189196603752998
2021-05-24 12:00:00,4.13,-0.147,1.495,-0.7389302149786093
2021-05-24 12:30:00,4.57,-0.112,1.562,-0.7510565917672538
2021-05-24 13:00:00,5.03,-0.056,1.662,-0.7657129439619552
2021-05-24 13:30:00,5.5,-0.152,1.641,-0.7457076666603004
2021-05-24 14:00:00,5.79,-0.312,1.476,-0.6889460468835734
2021-05-24 14:30:00,6.04,-0.205,1.37,-0.6306820183089423
2021-05-24 15:00:00,6.4,-0.103,1.509,-0.6446563521947015
2021-05-24 15:30:00,6.65,-0.245,1.423,-0.6214760222896306
2021-05-24 16:00:00,6.83,-0.303,1.185,-0.5491848868126928
2021-05-24 16:30:00,7.06,-0.216,1.43,-0.5897321349117796
2021-05-24 17:00:00,7.2,-0.175,1.193,-0.5042633081805984
2021-05-24 17:30:00,7.24,-0.407,0.943,-0.443867625515668
2021-05-24 18:00:00,7.33,-0.412,1.075,-0.469713664355988
2021-05-24 18:30:00,7.24,-0.461,0.734,-0.36211582218533495
2021-05-24 19:00:00,6.84,-0.506,0.439,-0.26070576616638874
2021-05-24 19:30:00,6.46,-0.542,0.408,-0.24110672613297388
2021-05-24 20:00:00,6.17,-0.495,0.418,-0.24427650143473528
2021-05-24 20:30:00,5.97,-0.48,0.493,-0.2778604299572187
2021-05-24 21:00:00,5.79,-0.484,0.535,-0.29569975070781834
2021-05-24 21:30:00,5.6,-0.403,0.527,-0.27358920582413815
2021-05-24 22:00:00,6.38,0.191,0.543,-0.20748849514973464
2021-05-24 22:30:00,6.16,0.155,0.508,-0.1964371806841356
2021-05-24 23:00:00,5.74,0.007,0.562,-0.24000527730165472
2021-05-24 23:30:00,5.35,-0.172,0.601,-0.28571822126360996
2021-05-25 00:00:00,5.11,-0.253,0.585,-0.29892493767695455
2021-05-25 00:30:00,4.94,-0.154,0.618,-0.3021316540902992
2021-05-25 01:00:00,4.81,-0.221,0.637,-0.3178683459097008
2021-05-25 01:30:00,4.68,-0.24,0.629,-0.32106186906890855
2021-05-25 02:00:00,4.59,-0.225,0.64,-0.3289354922802641
2021-05-25 02:30:00,4.51,-0.197,0.648,-0.3310645077197359
2021-05-25 03:00:00,4.41,-0.282,0.64,-0.33893549228026404
2021-05-25 03:30:00,4.34,-0.248,0.654,-0.3410565917672538
2021-05-25 04:00:00,4.28,-0.306,0.643,-0.34572085991443735
2021-05-25 04:30:00,4.16,-0.247,0.607,-0.31892493767695457
2021-05-25 05:00:00,4.02,-0.258,0.523,-0.28214484734443607
2021-05-25 05:30:00,3.82,-0.293,0.448,-0.2632199096674815
2021-05-25 06:00:00,3.45,-0.403,0.433,-0.27215540194774557
2021-05-25 06:30:00,3.23,-0.461,0.465,-0.3032383802232731
2021-05-25 07:00:00,3.18,-0.215,0.644,-0.36963598114499807
2021-05-25 07:30:00,3.34,-0.187,0.966,-0.5099947226983452
2021-05-25 08:00:00,3.61,-0.171,1.279,-0.6482402807171848
2021-05-25 08:30:00,3.97,-0.123,1.395,-0.7031592206984519
2021-05-25 09:00:00,4.43,0.001,1.635,-0.7614285265747379
2021-05-25 09:30:00,4.9,-0.213,1.593,-0.7514311652255652
2021-05-25 10:00:00,5.2,-0.085,1.453,-0.6743134425463185
2021-05-25 10:30:00,5.51,-0.165,1.348,-0.6424285443376206
2021-05-25 11:00:00,5.96,0.012,1.812,-0.7608256677906167
2021-05-25 11:30:00,6.19,-0.335,1.664,-0.7706186906890854
2021-05-25 12:00:00,6.64,0.088,2.045,-0.8271124453775919
2021-05-25 12:30:00,6.92,-0.212,1.865,-0.7690659485078014
2021-05-25 13:00:00,6.76,-0.493,0.973,-0.5191520606657682
2021-05-25 13:30:00,6.76,-0.339,1.339,-0.607604595786139
2021-05-25 14:00:00,7.0,-0.237,1.876,-0.7978551526555638
2021-05-25 14:30:00,7.37,-0.001,2.424,-0.9703112458384544
2021-05-25 15:00:00,7.61,-0.154,2.63,-1.0475450691541055
2021-05-25 15:30:00,7.81,-0.152,2.351,-0.963783188689192
2021-05-25 16:00:00,7.91,-0.044,2.435,-0.9322594716670092
2021-05-25 16:30:00,7.93,-0.439,1.674,-0.7259755317485208
2021-05-25 17:00:00,7.69,-0.467,1.372,-0.6089856266459841
2021-05-25 17:30:00,7.54,-0.412,1.127,-0.5064134328266893
2021-05-25 18:00:00,7.37,-0.407,0.991,-0.44895396283605565
2021-05-25 18:30:00,7.17,-0.459,0.824,-0.3932225483183089
2021-05-25 19:00:00,6.92,-0.526,0.699,-0.3664239874299987
2021-05-25 19:30:00,6.77,-0.403,0.811,-0.3889381309310915
2021-05-25 20:00:00,6.67,-0.33,0.871,-0.4067880062850006
2021-05-25 20:30:00,6.54,-0.361,0.849,-0.3999736134917263
2021-05-25 21:00:00,6.41,-0.475,0.779,-0.3825141435010927
2021-05-25 21:30:00,6.85,-0.106,0.73,-0.3110882555771823
2021-05-25 22:00:00,7.14,0.312,0.708,-0.254961158394505
2021-05-25 22:30:00,6.73,0.01,0.759,-0.3025563619143307
2021-05-25 23:00:00,6.43,-0.02,0.737,-0.3131856072067256
2021-05-25 23:30:00,6.08,-0.191,0.732,-0.337863068608046
2021-05-26 00:00:00,5.84,-0.269,0.721,-0.3478657072588734
2021-05-26 00:30:00,5.67,-0.268,0.69,-0.34427122413308053
2021-05-26 01:00:00,5.56,-0.216,0.772,-0.36893549228026407
2021-05-26 01:30:00,5.46,-0.319,0.777,-0.3878366820997723
2021-05-26 02:00:00,5.41,-0.269,0.79,-0.38145491308301155
2021-05-26 02:30:00,5.21,-0.331,0.589,-0.3174594699906335
2021-05-26 03:00:00,5.01,-0.356,0.559,-0.2968223087457565
2021-05-26 03:30:00,4.77,-0.252,0.493,-0.26533573185281645
2021-05-26 04:00:00,4.52,-0.241,0.513,-0.26786306860804604
2021-05-26 04:30:00,4.24,-0.418,0.428,-0.2557261372160921
2021-05-26 05:00:00,3.85,-0.459,0.318,-0.21427650143473528
2021-05-26 05:30:00,3.45,-0.462,0.282,-0.2032172710166541
2021-05-26 06:00:00,2.93,-0.534,0.283,-0.21896187878853782
2021-05-26 06:30:00,2.64,-0.38,0.345,-0.23960695598589696
2021-05-26 07:00:00,2.51,-0.355,0.523,-0.3225563619143307
2021-05-26 07:30:00,2.39,-0.289,0.6,-0.36877464953896993
2021-05-26 08:00:00,2.38,-0.331,0.785,-0.5651079595215014
2021-05-26 08:30:00,2.97,0.541,2.964,-1.419954943918275
2021-05-26 09:00:00,5.3,1.726,6.715,-1.9995936477725844
2021-05-26 09:30:00,7.49,1.081,6.676,-2.4156517419984307
2021-05-26 10:00:00,8.33,0.96,5.526,-2.0377788307992293
2021-05-26 10:30:00,9.32,0.894,5.516,-1.8680806003128865
2021-05-26 11:00:00,10.55,0.403,4.518,-1.5324259056867933
2021-05-26 11:30:00,11.07,0.214,4.008,-1.3461048256390622
2021-05-26 12:00:00,11.7,-0.022,3.922,-1.301156860498694
2021-05-26 12:30:00,12.13,0.066,3.977,-1.2991980800668295
2021-05-26 13:00:00,12.45,0.059,4.515,-1.4154266083179432
2021-05-26 13:30:00,12.8,0.08,4.374,-1.363610315030757
2021-05-26 14:00:00,12.88,-0.079,3.911,-1.27642546374383
2021-05-26 14:30:00,13.04,0.149,4.706,-1.47765081420486
2021-05-26 15:00:00,13.96,0.663,6.686,-1.817432570487865
2021-05-26 15:30:00,14.72,0.367,5.071,-1.4554479165422216
2021-05-26 16:00:00,14.94,-0.067,4.029,-1.1908456146602395
2021-05-26 16:30:00,15.07,-0.182,3.493,-1.064272700446912
2021-05-26 17:00:00,15.04,-0.05,4.115,-1.2054936739523407
2021-05-26 17:30:00,15.14,0.557,5.183,-1.4444654223144948
2021-05-26 18:00:00,,,,-1.8686317405903397
2021-05-26 18:30:00,,,,-2.3171428571428567
2021-05-26 19:00:00,,,,-2.765714285714285
2021-05-26 19:30:00,,,,-3.214285714285714
2021-05-26 20:00:00,,,,-3.6628571428571424
2021-05-26 20:30:00,,,,-4.111309549428751
2021-05-26 21:00:00,24.45,-0.263,21.003,-4.511745054213699
2021-05-26 21:30:00,,,,-4.557380978000179
2021-05-26 22:00:00,,,,-4.555
2021-05-26 22:30:00,,,,-4.5493749999999995
2021-05-26 23:00:00,,,,-1.3948084498113513
2021-05-26 23:30:00,,,,-1.3696619557044276
2021-05-27 00:00:00,,,,-1.3445154615975037
2021-05-27 00:30:00,,,,-1.31936896749058
2021-05-27 01:00:00,,,,-1.2942224733836563
2021-05-27 01:30:00,,,,-1.2690759792767325
2021-05-27 02:00:00,,,,-1.2439294851698088
2021-05-27 02:30:00,,,,-1.2187829910628851
2021-05-27 03:00:00,,,,-1.1936364969559612
2021-05-27 03:30:00,,,,-1.1684900028490375
2021-05-27 04:00:00,,,,-1.1433435087421138
2021-05-27 04:30:00,,,,-1.11819701463519
2021-05-27 05:00:00,,,,
2021-05-27 05:30:00,,,,
2021-05-27 06:00:00,,,,
2021-05-27 06:30:00,,,,
2021-05-27 07:00:00,,,,
2021-05-27 07:30:00,,,,
2021-05-27 08:00:00,,,,
2021-05-27 08:30:00,,,,
2021-05-27 09:00:00,,,,-4.543749999999999
2021-05-27 09:30:00,,,,-4.538125
2021-05-27 10:00:00,,,,-4.5325
2021-05-27 10:30:00,,,,
2021-05-27 11:00:00,,,,
2021-05-27 11:30:00,,,,
2021-05-27 12:00:00,,,,
2021-05-27 12:30:00,,,,
2021-05-27 13:00:00,,,,
2021-05-27 13:30:00,,,,
2021-05-27 14:00:00,,,,-4.4875
2021-05-27 14:30:00,,,,-4.481875
2021-05-27 15:00:00,,,,-4.47625
2021-05-27 15:30:00,,,,-4.470625
2021-05-27 16:00:00,,,,-4.465
2021-05-27 16:30:00,,,,-4.462475628137291
2021-05-27 17:00:00,26.08,-0.316,21.441,-4.450118945106479
2021-05-27 17:30:00,,,,-4.365110763272426
2021-05-27 18:00:00,,,,-4.27027027027027
2021-05-27 18:30:00,,,,-4.029459459459459
2021-05-27 19:00:00,,,,-3.788648648648649
2021-05-27 19:30:00,,,,-3.5478378378378377
2021-05-27 20:00:00,,,,-3.307027027027027
2021-05-27 20:30:00,,,,
2021-05-27 21:00:00,,,,
2021-05-27 21:30:00,,,,
2021-05-27 22:00:00,,,,
2021-05-27 22:30:00,,,,-2.102972972972973
2021-05-27 23:00:00,,,,
2021-05-27 23:30:00,,,,
2021-05-28 00:00:00,,,,
2021-05-28 00:30:00,,,,
2021-05-28 01:00:00,,,,
2021-05-28 01:30:00,,,,
2021-05-28 02:00:00,,,,
2021-05-28 02:30:00,,,,
2021-05-28 03:00:00,,,,-0.6907066148174862
2021-05-28 03:30:00,,,,-0.6655601207105625
2021-05-28 04:00:00,,,,-0.6404136266036387
2021-05-28 04:30:00,,,,-0.6152671324967149
2021-05-28 05:00:00,,,,-0.5901206383897912
2021-05-28 05:30:00,,,,-0.5649741442828674
2021-05-28 06:00:00,,,,-0.5398276501759437
2021-05-28 06:30:00,,,,-0.5146811560690199
2021-05-28 07:00:00,,,,-0.48953466196209616
2021-05-28 07:30:00,,,,-0.46438816785517245
2021-05-28 08:00:00,,,,-0.4392416737482487
2021-05-28 08:30:00,,,,-0.4140951796413249
2021-05-28 09:00:00,,,,-1.8621621621621622
2021-05-28 09:30:00,,,,-1.6213513513513513
2021-05-28 10:00:00,,,,-1.3805405405405407
2021-05-28 10:30:00,,,,-1.1397297297297302
2021-05-28 11:00:00,,,,-1.0449057282952459
2021-05-28 11:30:00,9.55,0.512,2.832,-0.9665461020705931
2021-05-28 12:00:00,9.68,0.616,3.044,-1.0014957765133923
2021-05-28 12:30:00,9.92,0.25,2.897,-0.9953146226461974
2021-05-28 13:00:00,10.12,0.438,3.079,-1.0146695454488384
2021-05-28 13:30:00,10.22,0.262,2.957,-1.002115822185335
2021-05-28 14:00:00,10.41,0.267,2.993,-0.9957947421376038
2021-05-28 14:30:00,10.51,-0.093,2.738,-0.9877088645230622
2021-05-28 15:00:00,10.94,1.801,4.228,-1.1415668987547574
2021-05-28 15:30:00,11.23,0.742,3.408,-1.0441973419099142
2021-05-28 16:00:00,11.05,-0.023,2.764,-0.9454069754251555
2021-05-28 16:30:00,11.03,-0.273,2.504,-0.9092508530833772
2021-05-28 17:00:00,11.24,0.201,3.124,-1.0124428999287536
2021-05-28 17:30:00,11.17,1.087,3.662,-1.0330059799328049
2021-05-28 18:00:00,11.05,-0.985,1.673,-0.7383908828320047
2021-05-28 18:30:00,10.71,-1.224,1.494,-0.6779765305936231
2021-05-28 19:00:00,10.39,-1.35,1.302,-0.6485530028694705
2021-05-28 19:30:00,10.08,-1.022,1.522,-0.6800079159524821
2021-05-28 20:00:00,9.73,-1.071,1.581,-0.7146246883847729
2021-05-28 20:30:00,9.51,-0.696,1.681,-0.6992889565319563
2021-05-28 21:00:00,9.18,-1.156,1.18,-0.5999841680950357
2021-05-28 21:30:00,8.66,-1.841,0.627,-0.4942923333396995
2021-05-28 22:00:00,8.41,-1.703,0.478,-0.4253621183610901
2021-05-28 22:30:00,8.23,-1.493,0.493,-0.4010803396247002
2021-05-28 23:00:00,7.94,-1.037,0.622,-0.388948685534401
2021-05-28 23:30:00,7.52,-1.143,0.538,-0.3763949622708976
2021-05-29 00:00:00,7.2,-1.016,0.679,-0.40147338363880314
2021-05-29 00:30:00,6.69,-1.261,0.467,-0.37638440766758813
2021-05-29 01:00:00,6.31,-1.309,0.499,-0.3846669067980109
2021-05-29 01:30:00,5.78,-1.746,0.262,-0.35999208404751787
2021-05-29 02:00:00,5.35,-1.721,0.21,-0.33214220869360866
2021-05-29 02:30:00,4.81,-1.768,0.158,-0.32106450771973594
2021-05-29 03:00:00,4.29,-1.833,0.146,-0.3157446077718837
2021-05-29 03:30:00,3.98,-1.384,0.189,-0.2885398096153337
2021-05-29 04:00:00,3.47,-1.52,0.224,-0.3168038381899649
2021-05-29 04:30:00,3.13,-1.692,0.176,-0.3267800903325185
2021-05-29 05:00:00,2.69,-1.606,0.166,-0.30894076958191885
2021-05-29 05:30:00,2.4,-1.181,0.211,-0.2874884951497346
2021-05-29 06:00:00,1.98,-1.119,0.3,-0.3211040874821465
2021-05-29 06:30:00,1.79,-0.767,0.48,-0.3764239874299987
2021-05-29 07:00:00,1.79,-0.4,0.761,-0.4811410285937297
2021-05-29 07:30:00,1.91,-0.065,1.068,-0.622692409420358
2021-05-29 08:00:00,2.24,1.454,2.072,-1.020667861735469
2021-05-29 08:30:00,3.25,6.491,5.914,-1.9806747516989616
2021-05-29 09:00:00,6.81,8.429,7.9,-2.0368708518384695
2021-05-29 09:30:00,8.4,5.582,6.393,-1.642532614056884
2021-05-29 10:00:00,9.8,1.699,3.875,-1.2013285718201325
2021-05-29 10:30:00,10.7,2.156,4.164,-1.12901992910674
2021-05-29 11:00:00,11.42,0.553,3.529,-1.085067866764596
2021-05-29 11:30:00,11.54,-0.143,2.753,-0.9492534917342046
2021-05-29 12:00:00,11.58,-0.284,2.737,-0.9539467850404892
2021-05-29 12:30:00,11.72,0.525,3.518,-1.0767800903325186
2021-05-29 13:00:00,12.02,1.106,4.137,-1.171787268128085
2021-05-29 13:30:00,12.5,0.91,3.951,-1.1225431686601937
2021-05-29 14:00:00,12.74,0.214,3.273,-1.031007933715365
2021-05-29 14:30:00,13.0,0.938,4.145,-1.1610064574015335
2021-05-29 15:00:00,13.77,2.117,5.35,-1.2733990239469077
2021-05-29 15:30:00,13.97,0.293,3.372,-1.0083513030695939
2021-05-29 16:00:00,13.96,-0.206,3.13,-0.9615921229260349
2021-05-29 16:30:00,13.96,-0.429,2.751,-0.9123995191785196
2021-05-29 17:00:00,14.29,0.497,3.668,-1.001871704954561
2021-05-29 17:30:00,13.83,0.82,3.614,-0.9809827095440873
2021-05-29 18:00:00,14.2,0.369,3.383,-0.9329203807693326
2021-05-29 18:30:00,14.02,-0.934,2.101,-0.7738755414681502
2021-05-29 19:00:00,13.82,-1.057,1.844,-0.7043187198479732
2021-05-29 19:30:00,13.51,-1.144,1.725,-0.6821263767886444
2021-05-29 20:00:00,13.17,-1.193,1.651,-0.6703772121091388
2021-05-29 20:30:00,12.77,-1.295,1.309,-0.5899841680950357
2021-05-29 21:00:00,12.25,-1.721,0.81,-0.5032067164133446
2021-05-29 21:30:00,11.49,-2.343,0.329,-0.4389460468835736
2021-05-29 22:00:00,11.38,-2.094,0.225,-0.37322254831830887
2021-05-29 22:30:00,10.84,-1.969,0.162,-0.33642398742999874
2021-05-29 23:00:00,9.92,-2.125,0.159,-0.34894076958191883
2021-05-29 23:30:00,9.07,-2.277,0.106,-0.3578525140047365
2021-05-30 00:00:00,8.08,-2.265,0.095,-0.34786306860804606
2021-05-30 00:30:00,7.53,-1.949,0.123,-0.3232040777625172
2021-05-30 01:00:00,6.95,-1.833,0.167,-0.32000263865082734
2021-05-30 01:30:00,6.49,-1.777,0.17,-0.3178683459097008
2021-05-30 02:00:00,5.99,-1.663,0.162,-0.3032067164133446
2021-05-30 02:30:00,5.5,-1.777,0.138,-0.31107242367221805
2021-05-30 03:00:00,5.01,-2.01,0.113,-0.32786306860804604
2021-05-30 03:30:00,4.32,-2.221,0.042,-0.3299894453966905
2021-05-30 04:00:00,3.61,-2.201,0.048,-0.3278577913063913
2021-05-30 04:30:00,2.93,-2.114,0.036,-0.30893021497860934
2021-05-30 05:00:00,2.35,-1.976,0.013,-0.28213693139195395
2021-05-30 05:30:00,1.79,-1.884,0.017,-0.27000527730165474
2021-05-30 06:00:00,1.22,-1.715,0.033,-0.2599868067458631
2021-05-30 06:30:00,0.76,-1.696,0.021,-0.24466426814718353
2021-05-30 07:00:00,0.45,-1.174,0.052,-0.19535156375778068
2021-05-30 07:30:00,0.42,-0.65,0.159,-0.18656119727302214
2021-05-30 08:00:00,0.69,-0.022,0.385,-0.2824841129934131
2021-05-30 08:30:00,1.5,4.439,2.435,-0.7899203167862686
2021-05-30 09:00:00,4.54,8.703,7.142,-1.4946886392023702
2021-05-30 09:30:00,7.31,8.709,8.548,-2.0740561427558233
2021-05-30 10:00:00,9.12,4.053,5.819,-1.6128823193499953
