Serial Number:,PSY1I604
APP Serial #:,030006D2
Head Serial #:,2889
App Ver:,R1-7-8
COM Ver:,R2-6-6
Instrument Name:,psyaspen 
Instrument Comment:,
Cooling Time:,40,seconds
Waiting Time:,10,seconds
Warming Duration:,5,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,45,seconds
Chamber Heating Schedule:,21:00 - 08:00
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
14/06/2019,11:30:00,11.77,-0.190,13.248,-4.96,1.01,-3.97,-0.667,-0.02,8.689,4.08,22.70 ,present ,20.79 ,38.70 ,
14/06/2019,12:00:00,12.68,-0.128,16.298,-5.91,1.01,-3.97,-0.529,-0.01,8.654,4.09,20.40 ,present ,19.84 ,39.59 ,
14/06/2019,12:30:00,13.03,-0.424,21.979,-7.98,1.01,-3.97,-0.278,-0.06,8.639,4.09,19.29 ,present ,21.04 ,38.09 ,
14/06/2019,13:00:00,12.47,-0.445,7.466,-2.65,1.01,-3.97,-0.099,-0.06,8.662,4.10,17.70 ,present ,20.83 ,38.70 ,
14/06/2019,13:30:00,11.40,-0.463,1.468,-0.39,1.01,-3.97,-0.293,-0.06,8.700,4.11,16.70 ,present ,21.91 ,36.59 ,
14/06/2019,14:00:00,11.48,-0.494,5.262,-1.90,1.01,-3.97,-0.187,-0.07,8.700,4.11,17.90 ,present ,22.79 ,36.00 ,
14/06/2019,14:30:00,13.82,-0.207,21.698,-7.60,1.01,-3.97,-0.358,-0.02,8.608,4.12,20.50 ,present ,21.39 ,37.50 ,
14/06/2019,15:00:00,15.32,-0.064,0.000,0.00,1.01,-3.97,-0.583,0.00,8.551,4.12,21.60 ,present ,21.49 ,37.50 ,
14/06/2019,15:30:00,15.97,-0.420,0.000,0.00,1.01,-3.97,-0.406,-0.05,8.529,4.13,22.90 ,present ,22.13 ,36.59 ,
14/06/2019,16:00:00,15.91,-0.255,0.000,0.00,1.01,-3.97,-0.423,-0.03,8.529,4.14,22.30 ,present ,21.81 ,37.20 ,
14/06/2019,16:30:00,17.63,-0.571,0.000,0.00,1.01,-3.97,-0.010,-0.07,8.465,4.14,26.60 ,present ,21.46 ,37.50 ,
14/06/2019,17:00:00,19.75,-0.978,0.000,0.00,1.01,-3.97,-0.211,-0.13,8.388,4.15,27.50 ,present ,20.79 ,38.70 ,
14/06/2019,17:30:00,21.21,-0.880,0.000,0.00,1.01,-3.97,-0.064,-0.12,8.333,4.16,27.50 ,present ,21.14 ,37.80 ,
14/06/2019,18:00:00,21.73,-0.611,0.000,0.00,1.01,-3.97,-0.218,-0.08,8.315,4.17,26.60 ,present ,20.29 ,38.70 ,
14/06/2019,18:30:00,20.98,-0.345,0.000,0.00,1.01,-3.97,-0.428,-0.04,8.344,4.17,24.80 ,present ,20.71 ,37.50 ,
14/06/2019,19:00:00,19.38,-0.257,0.000,0.00,1.01,-3.97,-0.402,-0.03,8.403,4.18,23.60 ,present ,18.51 ,41.10 ,
14/06/2019,19:30:00,18.10,-0.480,0.000,0.00,1.01,-3.97,-0.112,-0.06,8.447,4.19,23.00 ,present ,18.57 ,40.20 ,
14/06/2019,20:00:00,16.64,-0.501,0.000,0.00,1.01,-3.97,-0.084,-0.06,8.503,4.18,19.50 ,not present ,0.00 ,0.00 ,
14/06/2019,20:30:00,15.01,-0.500,0.000,0.00,1.01,-3.97,-0.135,-0.07,8.563,4.18,17.00 ,not present ,0.00 ,0.00 ,
14/06/2019,21:00:00,13.58,-0.504,0.000,0.00,1.01,-3.97,-0.185,-0.07,8.620,4.17,15.40 ,not present ,0.00 ,0.00 ,
14/06/2019,21:30:00,12.49,-0.512,0.000,0.00,1.01,-3.97,-0.220,-0.07,8.662,4.16,13.90 ,not present ,0.00 ,0.00 ,
14/06/2019,22:00:00,11.49,-0.440,0.000,0.00,1.01,-3.97,-0.342,-0.06,8.700,4.15,12.20 ,not present ,0.00 ,0.00 ,
14/06/2019,22:30:00,10.76,-0.404,0.000,0.00,1.01,-3.97,-0.171,-0.05,8.728,4.14,11.40 ,not present ,0.00 ,0.00 ,
14/06/2019,23:00:00,10.12,-0.349,0.000,0.00,1.01,-3.97,-0.264,-0.05,8.751,4.13,10.80 ,not present ,0.00 ,0.00 ,
14/06/2019,23:30:00,9.68,-0.546,0.000,0.00,1.01,-3.97,-0.257,-0.07,8.755,4.13,10.60 ,not present ,0.00 ,0.00 ,
15/06/2019,00:00:00,9.45,-0.385,0.000,0.00,1.01,-3.97,-0.228,-0.05,8.755,4.12,10.40 ,not present ,0.00 ,0.00 ,
15/06/2019,00:30:00,9.09,-0.397,0.000,0.00,1.01,-3.97,-0.200,-0.05,8.755,4.11,9.89 ,not present ,0.00 ,0.00 ,
15/06/2019,01:00:00,8.30,-0.540,0.000,0.00,1.01,-3.97,-0.160,-0.07,8.755,4.10,8.89 ,not present ,0.00 ,0.00 ,
15/06/2019,01:30:00,7.94,-0.424,0.000,0.00,1.01,-3.97,-0.205,-0.06,8.755,4.10,8.70 ,not present ,0.00 ,0.00 ,
15/06/2019,02:00:00,7.55,-0.376,0.000,0.00,1.01,-3.97,-0.201,-0.05,8.755,4.09,8.60 ,not present ,0.00 ,0.00 ,
15/06/2019,02:30:00,7.52,-0.432,0.000,0.00,1.01,-3.97,-0.163,-0.06,8.755,4.08,8.50 ,not present ,0.00 ,0.00 ,
15/06/2019,03:00:00,7.35,-0.367,0.000,0.00,1.01,-3.97,-0.128,-0.05,8.755,4.07,8.30 ,not present ,0.00 ,0.00 ,
15/06/2019,03:30:00,7.27,-0.414,0.000,0.00,1.01,-3.97,-0.157,-0.05,8.755,4.07,8.30 ,not present ,0.00 ,0.00 ,
15/06/2019,04:00:00,7.23,-0.330,0.000,0.00,1.01,-3.97,-0.222,-0.04,8.755,4.06,8.30 ,not present ,0.00 ,0.00 ,
15/06/2019,04:30:00,7.24,-0.360,0.000,0.00,1.01,-3.97,-0.191,-0.05,8.755,4.06,8.30 ,not present ,0.00 ,0.00 ,
15/06/2019,05:00:00,7.10,-0.512,0.387,0.00,1.01,-3.97,-0.147,-0.07,8.755,4.05,8.10 ,not present ,0.00 ,0.00 ,
15/06/2019,05:30:00,6.75,-0.407,2.568,-1.07,1.01,-3.97,-0.198,-0.05,8.755,4.05,7.60 ,not present ,0.00 ,0.00 ,
15/06/2019,06:00:00,6.62,-0.266,5.802,-2.68,1.01,-3.97,-0.145,-0.03,8.755,4.05,7.90 ,not present ,0.00 ,0.00 ,
15/06/2019,06:30:00,6.55,-0.474,6.867,-3.26,1.01,-3.97,-0.216,-0.06,8.755,4.04,8.10 ,not present ,0.00 ,0.00 ,
15/06/2019,07:00:00,6.72,-0.347,13.529,-6.52,1.01,-3.97,-0.224,-0.04,8.755,4.03,8.89 ,not present ,0.00 ,0.00 ,
15/06/2019,07:30:00,7.13,-0.387,15.317,-7.25,1.01,-3.97,-0.125,-0.05,8.755,4.04,11.40 ,not present ,0.00 ,0.00 ,
15/06/2019,08:00:00,7.48,-0.349,15.953,-7.42,1.01,-3.97,-0.230,-0.05,8.755,4.06,13.80 ,present ,19.53 ,40.20 ,
15/06/2019,08:30:00,7.65,-0.515,15.717,-7.26,1.01,-3.97,-0.075,-0.07,8.755,4.05,11.10 ,not present ,0.00 ,0.00 ,
15/06/2019,09:00:00,7.55,-0.284,17.347,-8.04,1.01,-3.97,-0.416,-0.04,8.755,4.08,13.70 ,present ,19.08 ,41.40 ,
15/06/2019,09:30:00,8.45,-0.292,17.816,-7.89,1.01,-3.97,-0.127,-0.04,8.755,4.08,15.40 ,present ,20.65 ,38.70 ,
15/06/2019,10:00:00,8.94,-0.066,17.718,-7.63,1.01,-3.97,-0.734,0.00,8.755,4.08,16.90 ,present ,21.53 ,36.90 ,
15/06/2019,10:30:00,11.53,0.104,16.109,-6.10,1.01,-3.97,-0.438,0.01,8.697,4.08,20.29 ,present ,22.26 ,36.00 ,
15/06/2019,11:00:00,13.48,-0.181,18.789,-6.63,1.01,-3.97,-0.379,-0.02,8.623,4.08,20.60 ,present ,20.58 ,38.40 ,
15/06/2019,11:30:00,14.33,-0.341,24.220,-8.36,1.01,-3.97,-0.117,-0.04,8.589,4.09,20.70 ,present ,20.55 ,38.70 ,
15/06/2019,12:00:01,14.95,-0.325,24.048,-8.10,1.01,-3.97,-0.040,-0.04,8.566,4.09,21.10 ,present ,20.40 ,38.70 ,
15/06/2019,12:30:00,14.54,-0.270,15.290,-5.15,1.01,-3.97,-0.480,-0.03,8.582,4.10,20.60 ,present ,21.84 ,36.90 ,
15/06/2019,13:00:00,14.41,-0.583,0.000,0.00,1.01,-3.97,-0.045,-0.08,8.585,4.11,19.50 ,present ,19.85 ,40.20 ,
15/06/2019,13:30:00,13.08,-0.473,0.000,0.00,1.01,-3.97,-0.375,-0.06,8.639,4.11,18.40 ,present ,22.75 ,35.40 ,
15/06/2019,14:00:00,13.54,-0.085,0.000,0.00,1.01,-3.97,-0.310,-0.01,8.620,4.12,20.90 ,present ,19.81 ,39.59 ,
15/06/2019,14:30:00,14.46,-0.064,0.000,0.00,1.01,-3.97,-0.597,0.00,8.585,4.13,21.80 ,present ,22.02 ,36.59 ,
15/06/2019,15:00:00,16.64,-0.216,0.000,0.00,1.01,-3.97,-0.403,-0.03,8.503,4.13,23.90 ,present ,20.44 ,39.00 ,
15/06/2019,15:30:00,16.23,-0.333,0.000,0.00,1.01,-3.97,-0.446,-0.04,8.518,4.14,21.70 ,present ,19.64 ,40.20 ,
15/06/2019,16:00:00,16.67,-0.426,0.000,0.00,1.01,-3.97,-0.128,-0.05,8.503,4.14,25.80 ,present ,21.49 ,37.50 ,
15/06/2019,16:30:00,18.27,-0.265,0.000,0.00,1.01,-3.97,-0.449,-0.03,8.443,4.15,25.90 ,present ,20.90 ,39.00 ,
15/06/2019,17:00:00,18.16,-0.370,0.000,0.00,1.01,-3.97,-0.200,-0.05,8.447,4.16,23.90 ,present ,20.37 ,38.70 ,
15/06/2019,17:30:00,16.92,-0.417,0.000,0.00,1.01,-3.97,-0.169,-0.05,8.491,4.17,22.20 ,present ,21.10 ,36.90 ,
15/06/2019,18:00:00,15.85,-0.129,0.000,0.00,1.01,-3.97,-0.579,-0.01,8.533,4.18,22.90 ,present ,20.40 ,37.80 ,
15/06/2019,18:30:00,15.86,-0.537,0.000,0.00,1.01,-3.97,-0.208,-0.07,8.533,4.18,22.10 ,present ,20.29 ,37.50 ,
15/06/2019,19:00:00,15.51,-0.403,0.000,0.00,1.01,-3.97,-0.339,-0.05,8.544,4.19,21.10 ,present ,19.66 ,38.09 ,
15/06/2019,19:30:00,14.77,0.132,0.000,0.00,1.01,-3.97,-0.540,0.01,8.574,4.20,20.20 ,present ,20.32 ,32.70 ,
15/06/2019,20:00:00,15.53,-0.568,0.000,0.00,1.01,-3.97,0.010,-0.07,8.544,4.18,19.29 ,not present ,0.00 ,0.00 ,
15/06/2019,20:30:00,14.31,-0.455,0.000,0.00,1.01,-3.97,-0.112,-0.06,8.589,4.18,16.29 ,not present ,0.00 ,0.00 ,
15/06/2019,21:00:00,13.25,-0.357,0.000,0.00,1.01,-3.97,-0.282,-0.05,8.631,4.17,15.50 ,not present ,0.00 ,0.00 ,
15/06/2019,21:30:00,12.53,-0.510,0.000,0.00,1.01,-3.97,-0.272,-0.07,8.658,4.17,14.20 ,not present ,0.00 ,0.00 ,
15/06/2019,22:00:00,11.62,-0.576,0.000,0.00,1.01,-3.97,-0.280,-0.08,8.693,4.16,12.50 ,not present ,0.00 ,0.00 ,
15/06/2019,22:30:00,10.55,-0.554,0.000,0.00,1.01,-3.97,-0.248,-0.07,8.735,4.14,11.10 ,not present ,0.00 ,0.00 ,
15/06/2019,23:00:00,9.49,-0.438,0.000,0.00,1.01,-3.97,-0.304,-0.06,8.755,4.14,9.80 ,not present ,0.00 ,0.00 ,
15/06/2019,23:30:00,8.71,-0.376,0.000,0.00,1.01,-3.97,-0.266,-0.05,8.755,4.13,9.00 ,not present ,0.00 ,0.00 ,
16/06/2019,00:00:00,8.27,-0.476,0.000,0.00,1.01,-3.97,-0.212,-0.06,8.755,4.12,8.89 ,not present ,0.00 ,0.00 ,
16/06/2019,00:30:00,7.79,-0.460,0.000,0.00,1.01,-3.97,-0.118,-0.06,8.755,4.11,8.50 ,not present ,0.00 ,0.00 ,
16/06/2019,01:00:00,7.40,-0.555,0.000,0.00,1.01,-3.97,-0.085,-0.07,8.755,4.10,8.10 ,not present ,0.00 ,0.00 ,
16/06/2019,01:30:00,7.07,-0.537,0.000,0.00,1.01,-3.97,-0.077,-0.07,8.755,4.10,7.80 ,not present ,0.00 ,0.00 ,
16/06/2019,02:00:00,6.49,-0.399,0.000,0.00,1.01,-3.97,-0.260,-0.05,8.755,4.09,7.00 ,not present ,0.00 ,0.00 ,
16/06/2019,02:30:00,6.05,-0.538,0.000,0.00,1.01,-3.97,-0.206,-0.07,8.755,4.08,6.60 ,not present ,0.00 ,0.00 ,
16/06/2019,03:00:00,5.47,-0.449,0.000,0.00,1.01,-3.97,-0.210,-0.06,8.755,4.07,5.70 ,not present ,0.00 ,0.00 ,
16/06/2019,03:30:00,5.06,-0.403,0.000,0.00,1.01,-3.97,-0.247,-0.05,8.755,4.07,5.60 ,not present ,0.00 ,0.00 ,
16/06/2019,04:00:00,4.82,-0.386,1.052,-0.38,1.01,-3.97,-0.294,-0.05,8.755,4.06,5.30 ,not present ,0.00 ,0.00 ,
16/06/2019,04:30:00,4.40,-0.460,1.132,-0.45,1.01,-3.97,-0.221,-0.06,8.755,4.06,4.80 ,not present ,0.00 ,0.00 ,
16/06/2019,05:00:00,4.05,-0.418,4.797,-2.58,1.01,-3.97,-0.159,-0.06,8.755,4.05,4.50 ,not present ,0.00 ,0.00 ,
16/06/2019,05:30:00,3.64,-0.331,6.606,-3.72,1.01,-3.97,-0.240,-0.04,8.755,4.05,4.10 ,not present ,0.00 ,0.00 ,
16/06/2019,06:00:00,3.46,-0.335,8.812,-5.09,1.01,-3.97,-0.161,-0.04,8.755,4.05,4.40 ,not present ,0.00 ,0.00 ,
16/06/2019,06:30:00,3.41,-0.468,10.923,-6.40,1.01,-3.97,-0.211,-0.06,8.755,4.04,4.60 ,not present ,0.00 ,0.00 ,
16/06/2019,07:00:00,3.38,-0.394,12.162,-7.15,1.01,-3.97,-0.322,-0.05,8.755,4.03,4.80 ,not present ,0.00 ,0.00 ,
16/06/2019,07:30:00,3.57,-0.478,13.618,-7.95,1.01,-3.97,-0.215,-0.06,8.755,4.02,5.30 ,not present ,0.00 ,0.00 ,
16/06/2019,08:00:00,3.62,-0.315,13.964,-8.10,1.01,-3.97,-0.256,-0.04,8.755,4.01,5.50 ,not present ,0.00 ,0.00 ,
16/06/2019,08:30:00,3.80,-0.440,14.240,-8.19,1.01,-3.97,-0.200,-0.06,8.755,4.00,5.90 ,not present ,0.00 ,0.00 ,
16/06/2019,09:00:00,4.16,-0.371,13.965,-7.83,1.01,-3.97,-0.215,-0.05,8.755,3.99,6.90 ,not present ,0.00 ,0.00 ,
16/06/2019,09:30:00,5.09,-0.292,13.853,-7.32,1.01,-3.97,-0.275,-0.04,8.755,4.02,11.80 ,present ,19.74 ,39.59 ,
16/06/2019,10:00:00,6.82,-0.363,15.256,-7.34,1.01,-3.97,-0.060,-0.05,8.755,4.03,13.20 ,not present ,0.00 ,0.00 ,
16/06/2019,10:30:00,8.49,1.232,13.995,-5.92,1.01,-3.97,-1.453,0.17,8.755,4.05,19.29 ,present ,21.88 ,36.59 ,
16/06/2019,11:00:00,14.25,0.298,6.397,-1.97,1.01,-3.97,-1.243,0.04,8.593,4.06,24.40 ,present ,21.25 ,38.40 ,
16/06/2019,11:30:00,17.85,0.065,15.164,-4.46,1.01,-3.97,-0.782,0.00,8.458,4.07,24.40 ,present ,21.07 ,37.80 ,
16/06/2019,12:00:00,19.83,0.000,28.148,-7.98,1.01,-3.97,-0.382,0.00,8.384,4.07,25.10 ,present ,21.00 ,38.09 ,
16/06/2019,12:30:00,21.26,-0.265,32.950,-9.01,1.01,-3.97,-0.341,-0.03,8.333,4.08,26.30 ,present ,20.93 ,38.40 ,
16/06/2019,13:00:00,21.39,-0.393,0.000,0.00,1.01,-3.97,-0.068,-0.05,8.330,4.08,26.50 ,present ,20.86 ,38.40 ,
16/06/2019,13:30:00,21.63,-0.288,0.000,0.00,1.01,-3.97,-0.179,-0.03,8.319,4.08,27.30 ,present ,20.76 ,38.70 ,
16/06/2019,14:00:00,23.35,-0.190,0.000,0.00,1.01,-3.97,-0.337,-0.02,8.258,4.08,28.00 ,present ,20.83 ,39.30 ,
16/06/2019,14:30:00,24.23,-0.363,0.000,0.00,1.01,-3.97,-0.392,-0.04,8.226,4.09,28.70 ,present ,20.87 ,38.70 ,
16/06/2019,15:00:00,24.21,-0.591,0.000,0.00,1.01,-3.97,0.028,-0.07,8.226,4.10,28.90 ,present ,20.44 ,39.30 ,
16/06/2019,15:30:00,23.12,-0.532,0.000,0.00,1.01,-3.97,0.153,-0.07,8.265,4.10,29.90 ,present ,18.49 ,42.90 ,
16/06/2019,16:00:00,22.87,-0.530,0.000,0.00,1.01,-3.97,-0.086,-0.07,8.276,4.11,30.80 ,present ,21.25 ,38.09 ,
16/06/2019,16:30:00,23.58,-0.755,0.000,0.00,1.01,-3.97,0.182,-0.10,8.251,4.11,31.20 ,present ,19.37 ,42.00 ,
16/06/2019,17:00:00,25.27,-0.974,0.000,0.00,1.01,-3.97,0.266,-0.13,8.191,4.12,33.30 ,present ,20.03 ,40.20 ,
16/06/2019,17:30:00,25.74,-0.738,0.000,0.00,1.01,-3.97,-0.327,-0.09,8.173,4.13,32.09 ,present ,20.45 ,39.59 ,
16/06/2019,18:00:00,26.33,-0.674,0.000,0.00,1.01,-3.97,-0.175,-0.09,8.152,4.14,31.30 ,present ,20.03 ,40.20 ,
16/06/2019,18:30:00,25.01,-0.501,0.000,0.00,1.01,-3.97,-0.252,-0.06,8.198,4.14,29.00 ,present ,19.75 ,41.10 ,
16/06/2019,19:00:00,22.32,-0.465,0.000,0.00,1.01,-3.97,-0.274,-0.06,8.294,4.15,26.30 ,present ,19.11 ,41.40 ,
16/06/2019,19:30:00,19.77,-0.517,0.000,0.00,1.01,-3.97,-0.201,-0.07,8.388,4.16,24.00 ,present ,18.66 ,41.70 ,
16/06/2019,20:00:00,17.96,-0.449,0.000,0.00,1.01,-3.97,-0.240,-0.06,8.454,4.17,23.00 ,present ,19.10 ,40.20 ,
16/06/2019,20:30:00,16.97,-0.478,0.000,0.00,1.01,-3.97,-0.153,-0.06,8.491,4.17,22.60 ,present ,19.62 ,39.00 ,
16/06/2019,21:00:00,15.64,-0.503,0.000,0.00,1.01,-3.97,-0.163,-0.07,8.540,4.16,18.20 ,not present ,0.00 ,0.00 ,
16/06/2019,21:30:00,14.35,-0.540,0.000,0.00,1.01,-3.97,-0.283,-0.07,8.589,4.15,15.80 ,not present ,0.00 ,0.00 ,
16/06/2019,22:00:00,13.13,-0.579,0.000,0.00,1.01,-3.97,-0.311,-0.08,8.635,4.14,14.20 ,not present ,0.00 ,0.00 ,
16/06/2019,22:30:00,12.22,-0.395,0.000,0.00,1.01,-3.97,-0.171,-0.05,8.670,4.13,13.10 ,not present ,0.00 ,0.00 ,
16/06/2019,23:00:00,11.09,-0.429,0.000,0.00,1.01,-3.97,-0.293,-0.06,8.716,4.13,12.30 ,not present ,0.00 ,0.00 ,
16/06/2019,23:30:00,10.16,-0.313,0.000,0.00,1.01,-3.97,-0.384,-0.04,8.751,4.12,11.20 ,not present ,0.00 ,0.00 ,
17/06/2019,00:00:00,9.38,-0.388,0.000,0.00,1.01,-3.97,-0.369,-0.05,8.755,4.11,10.40 ,not present ,0.00 ,0.00 ,
17/06/2019,00:30:00,8.58,-0.229,0.000,0.00,1.01,-3.97,-0.364,-0.03,8.755,4.10,9.80 ,not present ,0.00 ,0.00 ,
17/06/2019,01:00:00,8.26,-0.332,0.000,0.00,1.01,-3.97,-0.369,-0.04,8.755,4.09,10.00 ,not present ,0.00 ,0.00 ,
17/06/2019,01:30:00,8.00,-0.456,0.000,0.00,1.01,-3.97,-0.235,-0.06,8.755,4.08,9.80 ,not present ,0.00 ,0.00 ,
17/06/2019,02:00:00,7.77,-0.357,0.000,0.00,1.01,-3.97,-0.337,-0.05,8.755,4.08,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,02:30:00,7.75,-0.256,0.000,0.00,1.01,-3.97,-0.124,-0.03,8.755,4.07,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,03:00:00,7.86,-0.376,0.000,0.00,1.01,-3.97,-0.234,-0.05,8.755,4.06,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,03:30:00,7.95,-0.445,0.000,0.00,1.01,-3.97,-0.336,-0.06,8.755,4.06,9.39 ,not present ,0.00 ,0.00 ,
17/06/2019,04:00:00,7.89,-0.461,0.000,0.00,1.01,-3.97,-0.225,-0.06,8.755,4.06,8.80 ,not present ,0.00 ,0.00 ,
17/06/2019,04:30:00,7.70,-0.489,0.000,0.00,1.01,-3.97,-0.201,-0.07,8.755,4.05,8.50 ,not present ,0.00 ,0.00 ,
17/06/2019,05:00:00,7.63,-0.251,0.000,0.00,1.01,-3.97,-0.139,-0.03,8.755,4.05,8.50 ,not present ,0.00 ,0.00 ,
17/06/2019,05:30:00,7.44,-0.438,0.000,0.00,1.01,-3.97,-0.296,-0.06,8.755,4.04,8.39 ,not present ,0.00 ,0.00 ,
17/06/2019,06:00:00,7.53,-0.415,0.000,0.00,1.01,-3.97,-0.162,-0.05,8.755,4.03,8.89 ,not present ,0.00 ,0.00 ,
17/06/2019,06:30:00,7.78,-0.411,0.000,0.00,1.01,-3.97,-0.192,-0.05,8.755,4.02,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,07:00:00,7.69,-0.278,0.000,0.00,1.01,-3.97,-0.216,-0.04,8.755,4.00,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,07:30:00,7.44,-0.495,0.000,0.00,1.01,-3.97,-0.266,-0.07,8.755,3.99,9.00 ,not present ,0.00 ,0.00 ,
17/06/2019,08:00:00,7.33,-0.330,4.269,-1.84,1.01,-3.97,-0.276,-0.04,8.755,3.98,9.50 ,not present ,0.00 ,0.00 ,
17/06/2019,08:30:00,7.79,-0.395,2.438,-0.94,1.01,-3.97,-0.101,-0.05,8.755,3.98,10.30 ,not present ,0.00 ,0.00 ,
17/06/2019,09:00:00,8.26,-0.358,8.341,-3.63,1.01,-3.97,-0.161,-0.05,8.755,3.97,11.50 ,not present ,0.00 ,0.00 ,
17/06/2019,09:30:00,9.14,-0.334,15.337,-6.54,1.01,-3.97,-0.073,-0.04,8.755,3.98,14.90 ,not present ,0.00 ,0.00 ,
17/06/2019,10:00:00,10.34,0.005,20.355,-8.23,1.01,-3.97,-0.663,0.00,8.743,4.02,20.80 ,present ,21.59 ,49.80 ,
17/06/2019,10:30:00,13.15,0.674,23.520,-8.35,1.01,-3.97,-1.058,0.09,8.635,4.05,25.90 ,present ,21.84 ,49.50 ,
17/06/2019,11:00:00,16.42,0.071,25.979,-8.25,1.01,-3.97,-0.590,0.00,8.510,4.08,27.60 ,present ,21.49 ,50.70 ,
17/06/2019,11:30:00,19.06,-0.021,0.000,0.00,1.01,-3.97,-0.356,0.00,8.414,4.08,28.10 ,present ,21.21 ,51.00 ,
17/06/2019,12:00:00,20.76,-0.083,0.000,0.00,1.01,-3.97,-0.521,-0.01,8.352,4.10,28.80 ,present ,20.97 ,52.20 ,
17/06/2019,12:30:00,21.43,-0.414,0.000,0.00,1.01,-3.97,-0.040,-0.05,8.326,4.12,28.70 ,present ,20.16 ,53.40 ,
17/06/2019,13:00:00,20.86,-0.146,0.000,0.00,1.01,-3.97,-0.177,-0.02,8.348,4.14,28.60 ,present ,20.55 ,52.80 ,
17/06/2019,13:30:00,20.64,-0.440,0.000,0.00,1.01,-3.97,-0.038,-0.06,8.355,4.16,28.60 ,present ,20.82 ,51.00 ,
17/06/2019,14:00:00,20.64,-0.469,0.000,0.00,1.01,-3.97,-0.136,-0.06,8.355,4.18,28.60 ,present ,19.58 ,51.00 ,
17/06/2019,14:30:00,19.28,-0.497,0.000,0.00,1.01,-3.97,-0.112,-0.06,8.406,4.18,23.50 ,not present ,0.00 ,0.00 ,
17/06/2019,15:00:00,16.05,-0.219,0.000,0.00,1.01,-3.97,-0.662,-0.03,8.525,4.20,21.60 ,present ,21.56 ,32.09 ,
17/06/2019,15:30:00,15.41,-0.166,0.000,0.00,1.01,-3.97,-0.446,-0.02,8.548,4.20,22.70 ,present ,22.75 ,30.60 ,
17/06/2019,16:00:00,16.42,-0.335,0.000,0.00,1.01,-3.97,-0.087,-0.04,8.510,4.20,23.00 ,present ,21.02 ,31.20 ,
17/06/2019,16:30:00,16.20,-0.316,0.000,0.00,1.01,-3.97,-0.194,-0.04,8.518,4.20,21.10 ,present ,20.42 ,31.50 ,
17/06/2019,17:00:00,15.34,-0.627,0.000,0.00,1.01,-3.97,-0.222,-0.08,8.551,4.20,19.60 ,present ,19.95 ,32.09 ,
17/06/2019,17:30:00,13.31,-0.356,0.000,0.00,1.01,-3.97,-0.471,-0.05,8.627,4.18,15.40 ,not present ,0.00 ,0.00 ,
17/06/2019,18:00:00,12.41,-0.373,0.000,0.00,1.01,-3.97,-0.514,-0.05,8.662,4.20,16.90 ,present ,21.16 ,31.20 ,
17/06/2019,18:30:00,13.49,-0.200,0.000,0.00,1.01,-3.97,-0.328,-0.02,8.623,4.20,19.29 ,present ,20.36 ,32.40 ,
17/06/2019,19:00:00,13.43,0.054,0.000,0.00,1.01,-3.97,-0.479,0.00,8.623,4.20,19.70 ,present ,20.11 ,33.30 ,
17/06/2019,19:30:00,14.50,-0.058,0.000,0.00,1.01,-3.97,-0.356,0.00,8.582,4.20,20.70 ,present ,20.35 ,32.09 ,
17/06/2019,20:00:00,14.32,-0.263,0.000,0.00,1.01,-3.97,-0.313,-0.03,8.589,4.18,18.00 ,not present ,0.00 ,0.00 ,
17/06/2019,20:30:00,13.79,-0.527,0.000,0.00,1.01,-3.97,-0.129,-0.07,8.612,4.18,16.20 ,not present ,0.00 ,0.00 ,
17/06/2019,21:00:00,12.82,-0.386,0.000,0.00,1.01,-3.97,-0.289,-0.05,8.646,4.17,14.50 ,not present ,0.00 ,0.00 ,
17/06/2019,21:30:00,12.15,-0.418,0.000,0.00,1.01,-3.97,-0.187,-0.05,8.673,4.16,13.30 ,not present ,0.00 ,0.00 ,
17/06/2019,22:00:00,11.63,-0.378,0.000,0.00,1.01,-3.97,-0.217,-0.05,8.693,4.15,12.70 ,not present ,0.00 ,0.00 ,
17/06/2019,22:30:00,11.22,-0.489,0.000,0.00,1.01,-3.97,-0.139,-0.06,8.708,4.14,12.00 ,not present ,0.00 ,0.00 ,
17/06/2019,23:00:00,10.78,-0.501,0.000,0.00,1.01,-3.97,-0.200,-0.07,8.728,4.13,11.50 ,not present ,0.00 ,0.00 ,
17/06/2019,23:30:00,10.44,-0.369,0.000,0.00,1.01,-3.97,-0.142,-0.05,8.739,4.13,11.30 ,not present ,0.00 ,0.00 ,
18/06/2019,00:00:00,10.25,-0.366,0.000,0.00,1.01,-3.97,-0.207,-0.05,8.747,4.12,11.30 ,not present ,0.00 ,0.00 ,
18/06/2019,00:30:00,10.17,-0.353,3.847,-1.41,1.01,-3.97,-0.226,-0.05,8.751,4.11,11.50 ,not present ,0.00 ,0.00 ,
