"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:",3032,,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",60,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"22/09/2019","04:35:30",23.9,-0.182,26.031,-6.81,1,-3.8,-0.255,-0.02,8.237,4.03,28.4,"present ","USB ","USB ",
"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:",1234,,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",60,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"22/09/2019","04:54:17",23.57,-0.604,18.355,-4.92,1.55,-3.62,-0.138,-0.08,8.251,4.08,28.8,"present ","USB ","USB ",
"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:",,,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",60,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"12/05/2020","06:14:27",23.57,-0.512,2.319,-0.44,1,-3.8,-0.28,-0.06,8.251,3.94,29.4,"present ","USB ","USB ",
"12/05/2020","06:16:40",23.46,-2.408,0.299,-0.14,1,-3.8,1.682,-0.32,8.254,3.94,29.5,"present ","USB ","USB ",
"12/05/2020","06:52:12",23.72,-0.693,4.187,-0.97,1,-3.8,-0.346,-0.09,8.244,3.98,30.2,"present ","USB ","USB ",
"12/05/2020","07:30:54",23.69,-0.653,5.651,-1.36,1,-3.8,-0.228,-0.08,8.247,4.01,30.1,"present ","USB ","USB ",
"12/05/2020","08:08:30",23.67,-0.698,7.764,-1.95,1,-3.8,-0.272,-0.09,8.247,4.09,30.1,"present ","USB ","USB ",
"12/05/2020","08:44:58",23.68,-0.616,9.117,-2.3,1,-3.8,-0.326,-0.08,8.247,4.13,29.7,"present ","USB ","USB ",
"12/05/2020","09:21:04",23.55,-0.5,17.081,-4.48,1,-3.8,-0.284,-0.06,8.251,4.18,29.6,"present ","USB ","USB ",
"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:","J203",,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",45,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"14/05/2020","13:45:13",23.23,-0.211,1.949,-0.32,0.97,-3.65,-0.105,-0.02,8.262,3.98,29.3,"present ","USB ","USB ",
"14/05/2020","14:22:50",23.18,-0.644,4.16,-1.02,0.97,-3.65,-0.175,-0.08,8.265,4.02,29.1,"present ","USB ","USB ",
"14/05/2020","14:57:20",23,-0.696,5.847,-1.52,0.97,-3.65,-0.011,-0.09,8.269,4.1,29.3,"present ","USB ","USB ",
"14/05/2020","15:35:04",23.18,-1.134,7.838,-2.14,0.97,-3.65,0.025,-0.15,8.265,4.14,29.2,"present ","USB ","USB ",
"14/05/2020","16:16:35",23.23,-0.54,9.338,-2.49,0.97,-3.65,-0.121,-0.07,8.262,4.17,28.5,"present ","USB ","USB ",
"14/05/2020","17:02:26",23.22,-0.518,17.887,-4.95,0.97,-3.65,-0.307,-0.07,8.262,4.18,28.4,"present ","USB ","USB ",
"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:","J203",,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",45,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"14/05/2020","17:35:01",23.17,-0.51,17.959,-4.68,0.67,-3.94,-0.203,-0.06,8.265,4.19,28,"present ","USB ","USB ",
"Serial Number:","PSY1J203",,,,,,,,,,,,,,,
"APP Serial #:","030006D7",,,,,,,,,,,,,,,
"Head Serial #:","J203",,,,,,,,,,,,,,,
"App Ver:","R1-7-8",,,,,,,,,,,,,,,
"COM Ver:","R2-6-7",,,,,,,,,,,,,,,
"Instrument Name:",,,,,,,,,,,,,,,,
"Instrument Comment:",,,,,,,,,,,,,,,,
"Cooling Time:",10,"seconds",,,,,,,,,,,,,,
"Waiting Time:",6,"seconds",,,,,,,,,,,,,,
"Warming Duration:",0,"seconds",,,,,,,,,,,,,,
"Wait before measurement:",15,"seconds",,,,,,,,,,,,,,
"Chamber Heating Duration:",45,"seconds",,,,,,,,,,,,,,
"Chamber Heating Schedule:","continuous ",,,,,,,,,,,,,,,
"C1:",0.027,,,,,,,,,,,,,,,
"C2:",0.325,,,,,,,,,,,,,,,
"Date","Time","Chamber Temperature (�C)","dT (�V)","Wet Bulb Depression (�V)","Corrected Water Potential (MPa)","Intercept","Slope","EDBO","Correction for dT (MPa)","Correction Factor","Internal Battery Voltage (V)","Internal Battery Temperature (�C)","External Power Supply Present","External Power Supply Voltage (V)","External Power Supply Current (mA)","Diagnostic Comment"
"11/06/2020","17:00:00",20.27,-11.082,0.062,-1.36,0.67,-3.94,1.969,-1.52,8.37,4.19,26.7,"present ",26.72,25.2,
"11/06/2020","17:30:00",19.49,-5.413,2.933,-1.45,0.67,-3.94,0.831,-0.74,8.399,4.19,25.4,"present ",25.97,25.2,
"11/06/2020","18:00:00",19.42,-4.817,1.16,-0.84,0.67,-3.94,0.803,-0.66,8.399,4.19,24.8,"present ",25.9,25.5,
"11/06/2020","18:30:00",20.11,-10.76,0.272,-1.38,0.67,-3.94,1.945,-1.47,8.373,4.19,25.4,"present ",26.01,25.8,
"11/06/2020","19:00:00",21.13,-8.006,0.744,-1.13,0.67,-3.94,1.391,-1.09,8.337,4.19,28.5,"present ",25.76,25.8,
"11/06/2020","19:30:00",22.03,-11.628,0.075,-1.43,0.67,-3.94,2.351,-1.58,8.305,4.19,29.2,"present ",25.59,26.4,
"11/06/2020","20:00:00",19.87,2.273,22.049,-6.01,0.67,-3.94,-0.83,0.31,8.384,4.19,26.4,"present ",25.55,25.5,
"11/06/2020","20:30:00",18.1,4.701,17.422,-4.61,0.67,-3.94,-1.415,0.65,8.447,4.19,23.3,"present ",25.37,25.5,
"11/06/2020","21:00:00",17.51,6.048,14.911,-3.73,0.67,-3.94,-1.643,0.83,8.469,4.19,22.4,"present ",25.37,25.5,
"11/06/2020","21:30:00",16.17,7.427,11.628,-2.66,0.67,-3.94,-1.958,1.03,8.521,4.19,21.1,"present ",25.3,25.5,
"11/06/2020","22:00:00",15.44,6.893,10.971,-2.61,0.67,-3.94,-1.846,0.96,8.548,4.19,20.2,"present ",25.26,25.5,
"11/06/2020","22:30:00",14.7,6.715,10.163,-2.45,0.67,-3.94,-1.848,0.94,8.574,4.19,19.5,"present ",25.19,25.5,
"11/06/2020","23:00:00",14.18,6.816,9.317,-2.2,0.67,-3.94,-1.866,0.96,8.597,4.19,18.9,"present ",25.16,25.5,
"11/06/2020","23:30:00",13.55,6.954,8.325,-1.9,0.67,-3.94,-1.94,0.98,8.62,4.19,18.1,"present ",25.12,25.5,
"12/06/2020","00:00:00",13.2,6.272,8.225,-2,0.67,-3.94,-1.723,0.88,8.631,4.19,17.7,"present ",25.05,25.5,
"12/06/2020","00:30:00",12.88,6.033,8.052,-2.01,0.67,-3.94,-1.723,0.85,8.646,4.19,17.5,"present ",25.02,25.5,
"12/06/2020","01:00:00",12.43,6.36,7.345,-1.74,0.67,-3.94,-1.724,0.9,8.662,4.19,16.9,"present ",24.98,25.5,
"12/06/2020","01:30:00",12.02,6.207,7.122,-1.72,0.67,-3.94,-1.745,0.88,8.677,4.19,16.6,"present ",24.95,25.5,
"12/06/2020","02:00:00",11.75,5.6,7.156,-1.85,0.67,-3.94,-1.623,0.79,8.689,4.19,16.4,"present ",24.91,25.8,
"12/06/2020","02:30:00",11.48,5.105,7.063,-1.92,0.67,-3.94,-1.446,0.72,8.7,4.19,16.1,"present ",24.87,25.5,
"12/06/2020","03:00:00",11.48,4.283,7.389,-2.17,0.67,-3.94,-1.412,0.61,8.7,4.19,16.1,"present ",24.84,25.5,
"12/06/2020","03:30:00",11.18,4.576,6.619,-1.85,0.67,-3.94,-1.348,0.65,8.712,4.19,15.9,"present ",24.84,25.8,
"12/06/2020","04:00:00",11.11,3.724,7.03,-2.15,0.67,-3.94,-1.17,0.53,8.712,4.19,16,"present ",24.77,25.8,
"12/06/2020","04:30:00",10.85,4.192,6.733,-1.99,0.67,-3.94,-1.294,0.59,8.724,4.19,15.8,"present ",24.77,25.8,
"12/06/2020","05:00:00",10.48,4.797,6.134,-1.7,0.67,-3.94,-1.393,0.68,8.739,4.19,15.4,"present ",24.74,25.8,
"12/06/2020","05:30:00",10.17,4.524,5.859,-1.66,0.67,-3.94,-1.413,0.64,8.751,4.19,15.1,"present ",24.7,25.8,
"12/06/2020","06:00:00",10.04,3.603,6.193,-1.94,0.67,-3.94,-1.09,0.51,8.755,4.19,14.9,"present ",24.66,25.5,
"12/06/2020","06:30:00",9.91,3.333,6.406,-2.09,0.67,-3.94,-0.982,0.47,8.755,4.19,14.9,"present ",24.66,25.8,
"12/06/2020","07:00:00",9.95,2.234,6.964,-2.48,0.67,-3.94,-0.846,0.32,8.755,4.19,15,"present ",24.63,25.8,
"12/06/2020","07:30:00",10.08,1.606,7.407,-2.74,0.67,-3.94,-0.679,0.23,8.755,4.19,15.3,"present ",24.59,25.8,
"12/06/2020","08:00:00",10.43,-0.926,8.794,-3.64,0.67,-3.94,-0.183,-0.13,8.739,4.19,15.5,"present ",24.59,25.8,
"12/06/2020","08:30:00",11.7,-4.147,11.563,-4.99,0.67,-3.94,0.593,-0.59,8.689,4.19,16.9,"present ",24.63,26.1,
"12/06/2020","09:00:00",13.08,-8.329,14.711,-6.51,0.67,-3.94,1.451,-1.17,8.639,4.19,18.6,"present ",24.67,26.1,
"12/06/2020","09:30:00",12.97,-4.47,12.841,-5.28,0.67,-3.94,0.628,-0.63,8.643,4.19,19,"present ",24.56,26.1,
"12/06/2020","10:00:00",14.4,-11.907,18.454,-8.06,0.67,-3.94,2.4,-1.67,8.585,4.19,20.2,"present ",24.67,26.1,
"12/06/2020","10:30:00",15.21,-10.795,19.257,-7.98,0.67,-3.94,1.991,-1.51,8.555,4.19,21.9,"present ",26.08,25.5,
"12/06/2020","11:00:00",15.93,-11.361,19.494,-7.96,0.67,-3.94,2.165,-1.58,8.529,4.19,22.6,"present ",26.04,25.2,
"12/06/2020","11:30:00",16.83,-11.093,17.061,-6.93,0.67,-3.94,2.064,-1.54,8.495,4.19,23.5,"present ",26.86,24.9,
"12/06/2020","12:00:00",17.95,-13.873,3.384,-2.81,0.67,-3.94,2.716,-1.92,8.454,4.19,24.6,"present ",26.64,24.9,
"12/06/2020","12:30:00",19.81,-17.992,0.005,-2.3,0.67,-3.94,3.682,-2.47,8.384,4.19,26.5,"present ",26.86,25.2,
"12/06/2020","13:00:00",20.78,-17.523,-0.01,-2.22,0.67,-3.94,3.665,-2.39,8.352,4.19,27.6,"present ",26.26,25.5,
"12/06/2020","13:30:00",21.1,-12.891,0.267,-1.66,0.67,-3.94,2.653,-1.76,8.337,4.19,27.8,"present ",25.87,25.5,
"12/06/2020","14:00:00",20.75,-10.726,6.325,-3.11,0.67,-3.94,2.13,-1.46,8.352,4.19,27.2,"present ",25.9,25.5,
"12/06/2020","14:30:00",20.67,-8.069,21.251,-7.04,0.67,-3.94,1.511,-1.1,8.355,4.19,27.1,"present ",25.9,25.2,
"12/06/2020","15:00:00",21.11,-7.347,22.856,-7.31,0.67,-3.94,1.307,-1,8.337,4.19,27.6,"present ",25.76,25.5,
"12/06/2020","15:30:00",20.35,-2.318,22.29,-6.61,0.67,-3.94,0.155,-0.31,8.366,4.19,26.6,"present ",25.69,25.2,
"12/06/2020","16:00:00",18.83,1.938,16.844,-4.69,0.67,-3.94,-0.762,0.26,8.421,4.19,24,"present ",25.69,25.2,
"12/06/2020","16:30:00",18.72,-1.148,18.285,-5.57,0.67,-3.94,-0.049,-0.15,8.425,4.19,23.4,"present ",25.72,25.2,
"12/06/2020","17:00:00",19.29,-2.803,19.64,-6.1,0.67,-3.94,0.42,-0.38,8.406,4.19,24.4,"present ",25.69,25.8,
"12/06/2020","17:30:00",18.77,-1.489,18.156,-5.57,0.67,-3.94,0.019,-0.2,8.425,4.19,24.1,"present ",25.69,25.2,
"12/06/2020","18:00:00",18.73,-1.955,17.827,-5.54,0.67,-3.94,0.144,-0.27,8.425,4.19,23.4,"present ",25.62,25.5,
"12/06/2020","18:30:00",17.79,4.518,12.557,-3.16,0.67,-3.94,-1.309,0.62,8.462,4.19,22.9,"present ",25.44,25.5,
"12/06/2020","19:00:00",16.74,4.543,9.292,-2.23,0.67,-3.94,-1.46,0.63,8.499,4.19,21.4,"present ",25.41,25.5,
"12/06/2020","19:30:00",16.72,2.94,10.26,-2.77,0.67,-3.94,-1.023,0.4,8.499,4.19,21.5,"present ",25.34,25.5,
"12/06/2020","20:00:00",16.42,3.167,9.508,-2.52,0.67,-3.94,-0.922,0.44,8.51,4.19,21.1,"present ",25.3,25.5,
"12/06/2020","20:30:00",16.25,2.744,9.102,-2.47,0.67,-3.94,-0.989,0.38,8.518,4.19,21.1,"present ",25.26,25.5,
"12/06/2020","21:00:00",15.69,4.107,7.265,-1.71,0.67,-3.94,-1.276,0.57,8.54,4.19,20.6,"present ",25.19,25.5,
"12/06/2020","21:30:00",14.84,6.062,4.981,-0.72,0.67,-3.94,-1.7,0.85,8.57,4.19,19.5,"present ",25.16,25.5,
"12/06/2020","22:00:00",13.87,7.72,0,0,0.67,-3.94,-2.084,1.08,8.608,4.19,18.5,"present ",25.12,25.5,
"12/06/2020","22:30:00",13.26,6.909,0,0,0.67,-3.94,-1.924,0.97,8.631,4.19,17.6,"present ",25.05,25.5,
"12/06/2020","23:00:00",12.75,6.66,0,0,0.67,-3.94,-1.87,0.94,8.65,4.19,17.4,"present ",25.02,25.5,
"12/06/2020","23:30:00",12.29,6.479,0,0,0.67,-3.94,-1.695,0.92,8.67,4.19,16.79,"present ",24.98,25.5,
"13/06/2020","00:00:00",12.08,5.496,2.873,-0.16,0.67,-3.94,-1.604,0.78,8.677,4.19,16.79,"present ",24.95,25.5,
"13/06/2020","00:30:00",11.69,5.405,2.624,-0.09,0.67,-3.94,-1.628,0.77,8.693,4.19,16.29,"present ",24.91,25.8,
"13/06/2020","01:00:00",11.22,5.997,0,0,0.67,-3.94,-1.723,0.85,8.708,4.19,16,"present ",24.84,25.5,
"13/06/2020","01:30:00",10.82,5.904,0,0,0.67,-3.94,-1.772,0.84,8.724,4.19,15.5,"present ",24.81,25.8,
"13/06/2020","02:00:00",10.34,6.113,0,0,0.67,-3.94,-1.71,0.87,8.743,4.19,15,"present ",24.77,25.8,
"13/06/2020","02:30:00",9.99,5.5,0,0,0.67,-3.94,-1.636,0.78,8.755,4.19,14.5,"present ",24.7,25.5,
"13/06/2020","03:00:00",9.79,4.955,0,0,0.67,-3.94,-1.511,0.71,8.755,4.19,14.5,"present ",24.7,25.8,
"13/06/2020","03:30:00",9.7,4.323,2.269,-0.19,0.67,-3.94,-1.385,0.62,8.755,4.19,14.5,"present ",24.63,25.8,
"13/06/2020","04:00:00",9.65,3.602,2.59,-0.43,0.67,-3.94,-1.041,0.51,8.755,4.19,14.4,"present ",24.59,25.8,
"13/06/2020","04:30:00",9.64,3.021,2.907,-0.65,0.67,-3.94,-1.009,0.43,8.755,4.19,14.4,"present ",24.56,25.8,
"13/06/2020","05:00:00",9.44,3.758,2.612,-0.43,0.67,-3.94,-1.272,0.53,8.755,4.19,14.4,"present ",24.52,25.8,
"13/06/2020","05:30:00",8.82,5.464,0,0,0.67,-3.94,-1.574,0.78,8.755,4.19,13.5,"present ",24.52,25.8,
"13/06/2020","06:00:00",8.41,4.763,0,0,0.67,-3.94,-1.44,0.68,8.755,4.19,13.1,"present ",24.49,25.8,
"13/06/2020","06:30:00",8.13,4.56,0,0,0.67,-3.94,-1.427,0.65,8.755,4.19,12.7,"present ",24.45,25.8,
"13/06/2020","07:00:00",8.55,0.971,2.959,-1.04,0.67,-3.94,-0.574,0.13,8.755,4.19,13.3,"present ",24.49,25.8,
"13/06/2020","07:30:00",8.94,0.652,3.482,-1.29,0.67,-3.94,-0.489,0.09,8.755,4.19,13.6,"present ",24.49,25.8,
"13/06/2020","08:00:00",10.12,-3.472,6.173,-2.94,0.67,-3.94,0.458,-0.49,8.751,4.19,14.9,"present ",24.49,26.1,
"13/06/2020","08:30:00",10.83,-4.185,7.073,-3.33,0.67,-3.94,0.557,-0.59,8.724,4.19,16.1,"present ",24.52,26.1,
"13/06/2020","09:00:00",11.36,-3.987,7.384,-3.36,0.67,-3.94,0.599,-0.56,8.704,4.19,16.7,"present ",24.6,26.1,
"13/06/2020","09:30:00",12.29,-7.148,9.78,-4.62,0.67,-3.94,1.328,-1.01,8.67,4.19,17.7,"present ",24.6,26.1,
"13/06/2020","10:00:00",13.34,-8.623,11.633,-5.35,0.67,-3.94,1.64,-1.21,8.627,4.19,19.1,"present ",24.52,26.1,
"13/06/2020","10:30:00",13.2,-6.336,10.427,-4.6,0.67,-3.94,1.158,-0.89,8.631,4.19,19.1,"present ",24.52,26.1,
"13/06/2020","11:00:00",13.97,-7.982,12.182,-5.35,0.67,-3.94,1.551,-1.12,8.604,4.19,19.9,"present ",24.74,26.1,
"13/06/2020","11:30:00",15.13,-11.224,15.937,-6.91,0.67,-3.94,2.364,-1.57,8.559,4.19,21.1,"present ",25.34,25.8,
"13/06/2020","12:00:00",15.18,-7.481,13.778,-5.63,0.67,-3.94,1.466,-1.04,8.559,4.19,21,"present ",24.84,25.8,
"13/06/2020","12:30:00",15.92,-10.753,16.637,-6.92,0.67,-3.94,2.191,-1.5,8.529,4.19,21.5,"present ",25.58,25.5,
"13/06/2020","13:00:00",15.45,-3.82,12.076,-4.49,0.67,-3.94,0.639,-0.53,8.548,4.19,21.4,"present ",24.91,25.8,
"13/06/2020","13:30:00",15.72,-7.418,13.485,-5.43,0.67,-3.94,1.306,-1.03,8.536,4.19,21.7,"present ",25.97,25.2,
"13/06/2020","14:00:00",16.5,-8.908,15.928,-6.31,0.67,-3.94,1.8,-1.24,8.506,4.19,22.8,"present ",26.04,25.2,
"13/06/2020","14:30:00",17.01,-8.33,16.691,-6.39,0.67,-3.94,1.692,-1.15,8.488,4.19,23.5,"present ",25.83,25.5,
"13/06/2020","15:00:00",17.53,-11.056,19.2,-7.46,0.67,-3.94,2.311,-1.53,8.469,4.19,23.8,"present ",26.15,25.2,
"13/06/2020","15:30:00",18.09,-9.514,18.857,-7.03,0.67,-3.94,1.989,-1.31,8.451,4.19,24.4,"present ",26.08,25.2,
"13/06/2020","16:00:00",18.42,-7.863,18.154,-6.51,0.67,-3.94,1.521,-1.08,8.436,4.19,25,"present ",26.71,24.9,
"13/06/2020","16:30:00",17.7,-4.412,14.636,-5.06,0.67,-3.94,0.764,-0.61,8.462,4.19,23.4,"present ",25.72,25.2,
"13/06/2020","17:00:00",16.9,-0.404,9.967,-3.12,0.67,-3.94,-0.26,-0.05,8.491,4.19,22.2,"present ",25.51,25.2,
"13/06/2020","17:30:00",16.22,0.501,7.997,-2.41,0.67,-3.94,-0.541,0.06,8.518,4.19,21.8,"present ",25.37,25.5,
"13/06/2020","18:00:00",15.06,5.538,3.744,-0.35,0.67,-3.94,-1.685,0.77,8.563,4.19,20.7,"present ",25.23,25.5,
"13/06/2020","18:30:00",14.54,3.017,3.584,-0.67,0.67,-3.94,-1.013,0.42,8.582,4.19,19.4,"present ",25.26,25.5,
"13/06/2020","19:00:00",14.35,4.306,2.945,-0.27,0.67,-3.94,-1.384,0.6,8.589,4.19,19.4,"present ",25.16,25.5,
"13/06/2020","19:30:00",13.74,5.923,0,0,0.67,-3.94,-1.784,0.83,8.612,4.19,18.29,"present ",25.16,25.5,
"13/06/2020","20:00:00",13.29,6.058,0,0,0.67,-3.94,-1.837,0.85,8.631,4.19,17.9,"present ",25.05,25.5,
"13/06/2020","20:30:00",12.52,7.095,0,0,0.67,-3.94,-1.952,1,8.658,4.19,17,"present ",25.02,25.5,
"13/06/2020","21:00:00",12.03,5.749,0,0,0.67,-3.94,-1.673,0.81,8.677,4.19,16.4,"present ",24.98,25.5,
"13/06/2020","21:30:00",11.44,6.589,0,0,0.67,-3.94,-1.919,0.93,8.7,4.19,15.6,"present ",24.91,25.5,
"13/06/2020","22:00:00",11.19,5.668,0,0,0.67,-3.94,-1.566,0.8,8.712,4.19,15.4,"present ",24.84,25.8,
"13/06/2020","22:30:00",10.99,5.004,0,0,0.67,-3.94,-1.519,0.71,8.72,4.19,15.3,"present ",24.8,25.5,
"13/06/2020","23:00:00",10.69,4.863,0,0,0.67,-3.94,-1.386,0.69,8.731,4.19,15,"present ",24.77,25.5,
"13/06/2020","23:30:00",10.3,5.76,0,0,0.67,-3.94,-1.764,0.82,8.743,4.19,14.7,"present ",24.7,25.8,
"14/06/2020","00:00:00",9.76,4.563,0,0,0.67,-3.94,-1.292,0.65,8.755,4.19,14,"present ",24.66,25.5,
"14/06/2020","00:30:00",8.95,6.27,0,0,0.67,-3.94,-1.731,0.89,8.755,4.19,13.2,"present ",24.59,25.5,
"14/06/2020","01:00:00",8.81,4.744,0,0,0.67,-3.94,-1.326,0.68,8.755,4.19,13.3,"present ",24.56,25.8,
"14/06/2020","01:30:00",8.05,5.911,0,0,0.67,-3.94,-1.54,0.84,8.755,4.19,12.5,"present ",24.52,25.5,
"14/06/2020","02:00:00",7.8,4.279,0,0,0.67,-3.94,-1.249,0.61,8.755,4.19,12.2,"present ",24.45,25.5,
"14/06/2020","02:30:00",7.71,3.506,0,0,0.67,-3.94,-1.166,0.5,8.755,4.19,12.4,"present ",24.42,25.8,
"14/06/2020","03:00:00",7.65,2.754,0,0,0.67,-3.94,-0.925,0.39,8.755,4.19,12.4,"present ",24.42,25.8,
"14/06/2020","03:30:00",7.53,2.455,0,0,0.67,-3.94,-0.893,0.35,8.755,4.19,12.2,"present ",24.38,25.8,
"14/06/2020","04:00:00",7.71,1.698,0,0,0.67,-3.94,-0.797,0.24,8.755,4.19,12.6,"present ",24.35,25.8,
"14/06/2020","04:30:00",7.51,2.31,0,0,0.67,-3.94,-0.846,0.33,8.755,4.19,12.5,"present ",24.35,26.1,
"14/06/2020","05:00:00",7.14,2.864,0,0,0.67,-3.94,-1.039,0.41,8.755,4.19,12.2,"present ",24.31,25.8,
"14/06/2020","05:30:00",6.93,2.366,0,0,0.67,-3.94,-0.801,0.33,8.755,4.19,12.1,"present ",24.27,25.8,
"14/06/2020","06:00:00",6.98,1.164,0,0,0.67,-3.94,-0.663,0.16,8.755,4.19,12.3,"present ",24.27,25.8,
"14/06/2020","06:30:00",6.8,1.899,0,0,0.67,-3.94,-0.791,0.27,8.755,4.19,11.9,"present ",24.24,25.8,
"14/06/2020","07:00:00",6.97,0.615,0,0,0.67,-3.94,-0.455,0.08,8.755,4.19,11.9,"present ",24.24,26.1,
"14/06/2020","07:30:00",7.07,0.143,0,0,0.67,-3.94,-0.296,0.02,8.755,4.19,12.1,"present ",24.21,26.1,
