Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
25/04/2020,2:48:50,24.76,-0.263,2.326,-0.38,1,-3.8,-0.282,-0.03,8.208,4.01,30,present ,USB ,USB ,
25/04/2020,3:28:59,24.37,-0.368,4.384,-0.96,1,-3.8,-0.104,-0.04,8.222,4.09,29.9,present ,USB ,USB ,
25/04/2020,4:09:06,24.03,-0.242,6.077,-1.41,1,-3.8,-0.159,-0.03,8.233,4.14,29.7,present ,USB ,USB ,
25/04/2020,4:59:38,23.71,-0.365,7.88,-1.93,1,-3.8,-0.223,-0.04,8.244,4.18,29.2,present ,USB ,USB ,
25/04/2020,5:36:43,24.09,-0.572,9.408,-2.35,1,-3.8,-0.34,-0.07,8.233,4.18,28.9,present ,USB ,USB ,
25/04/2020,6:15:07,23.8,-0.583,18.953,-4.96,1,-3.8,-0.282,-0.07,8.24,4.18,28.7,present ,USB ,USB ,
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,15,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
25/04/2020,7:04:50,23.46,-0.443,18.137,-4.54,0.57,-4.08,-0.217,-0.06,8.254,4.18,28.1,present ,USB ,USB ,
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,15,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
25/04/2020,7:08:47,23.4,-0.26,18.013,-4.5,0.57,-4.08,-0.394,-0.03,8.254,4.18,28.4,present ,USB ,USB ,
01/05/2020,7:00:00,,,,,,,,,,3.22,25.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:55,,,,,,,,,,3.22,25.6,present ,USB ,USB ,skipped: low power
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,15,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
01/05/2020,7:43:56,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:57,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:58,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:58,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:59,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:59,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:43:59,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:01,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:01,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:01,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:02,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:02,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
01/05/2020,7:44:03,,,,,,,,,,3.69,28.6,present ,USB ,USB ,skipped: low power
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,15,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
01/05/2020,8:06:48,23.31,-0.366,0,0,0.57,-4.08,-0.272,-0.04,8.258,3.71,29.3,present ,USB ,USB ,
01/05/2020,8:28:00,23.25,-0.435,0,0,0.57,-4.08,-0.248,-0.05,8.262,3.73,29.3,present ,USB ,USB ,
01/05/2020,9:19:10,23.49,-0.339,0,0,0.57,-4.08,-0.272,-0.04,8.254,3.77,29.3,present ,USB ,USB ,
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,45,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
14/05/2020,13:53:01,23.28,-0.2,2.543,-0.54,0.57,-4.08,0.117,-0.02,8.262,4.18,28.5,present ,USB ,USB ,
14/05/2020,14:28:10,23.22,-0.325,4.02,-0.93,0.57,-4.08,-0.088,-0.04,8.262,4.18,28.4,present ,USB ,USB ,
14/05/2020,15:04:54,23.27,0.626,7.148,-1.61,0.57,-4.08,0.865,0.08,8.262,4.18,28.3,present ,USB ,USB ,
14/05/2020,15:41:15,23.56,-0.317,7.675,-1.86,0.57,-4.08,-0.121,-0.04,8.251,4.18,28.4,present ,USB ,USB ,
14/05/2020,16:22:16,23.42,-0.557,8.76,-2.17,0.57,-4.08,-0.056,-0.07,8.254,4.18,28.4,present ,USB ,USB ,
14/05/2020,17:14:48,23.29,-0.416,16.801,-4.23,0.57,-4.08,-0.203,-0.05,8.262,4.18,28.2,present ,USB ,USB ,
Serial Number:,PSY1K30H,,,,,,,,,,,,,,,
APP Serial #:,3.00E+05,,,,,,,,,,,,,,,
Head Serial #:,3307,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,45,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
11/06/2020,16:00:00,18.84,-0.978,11.711,-3.72,1.48,-3.5,0.751,-0.13,8.421,3.73,40.59,present ,25.45,117,
11/06/2020,16:30:00,19.14,-0.814,10.179,-3.14,1.48,-3.5,0.9,-0.11,8.41,3.78,40.4,present ,25.62,116.4,
11/06/2020,17:00:00,20.18,0.683,13.236,-3.83,1.48,-3.5,2.801,0.09,8.373,3.8,41.7,present ,26.99,110.7,
11/06/2020,17:30:00,19.52,-0.822,8.589,-2.57,1.48,-3.5,0.671,-0.11,8.395,3.82,41.4,present ,25.55,116.7,
11/06/2020,18:00:00,19.52,-0.574,8.055,-2.35,1.48,-3.5,0.567,-0.07,8.395,3.86,41.3,present ,25.62,116.1,
11/06/2020,18:30:00,19.97,0.238,10.125,-2.89,1.48,-3.5,1.472,0.03,8.381,3.92,41.2,present ,28.89,103.5,
11/06/2020,19:00:00,20,-0.661,8.634,-2.51,1.48,-3.5,0.384,-0.09,8.377,3.98,41.8,present ,25.73,116.4,
11/06/2020,19:30:00,20.16,-0.642,0,0,1.48,-3.5,0.416,-0.08,8.373,4.05,41.2,present ,26.44,112.8,
11/06/2020,20:00:00,19.2,-1.713,0,0,1.48,-3.5,-1.082,-0.23,8.406,4.15,39.7,present ,25.39,114.9,
11/06/2020,20:30:00,18.17,-1.334,0,0,1.48,-3.5,-2.067,-0.18,8.447,4.18,27.4,present ,25.34,35.7,
11/06/2020,21:00:00,17.46,-0.931,0,0,1.48,-3.5,-2.234,-0.12,8.473,4.18,22,present ,25.31,31.2,
11/06/2020,21:30:00,16.98,-0.935,0,0,1.48,-3.5,-2.392,-0.13,8.491,4.18,20.9,present ,25.24,31.2,
11/06/2020,22:00:00,16.16,-1.36,0,0,1.48,-3.5,-3.622,-0.19,8.521,4.18,19.9,present ,25.2,30.6,
11/06/2020,22:30:00,15.12,-1.326,0,0,1.48,-3.5,-4.178,-0.18,8.559,4.18,18.29,present ,25.16,30.3,
11/06/2020,23:00:00,14.33,-1.276,0,0,1.48,-3.5,-4.178,-0.17,8.589,4.18,17.4,present ,25.09,30.6,
11/06/2020,23:30:00,13.48,-1.315,0,0,1.48,-3.5,-4.127,-0.18,8.623,4.18,16.4,present ,25.06,30.6,
12/06/2020,0:00:00,12.95,-1.22,0,0,1.48,-3.5,-3.687,-0.17,8.643,4.18,16,present ,24.98,30.3,
12/06/2020,0:30:00,12.7,-1.091,0,0,1.48,-3.5,-3.226,-0.15,8.65,4.18,15.8,present ,24.95,30.6,
12/06/2020,1:00:00,12.22,-1.096,0,0,1.48,-3.5,-3.207,-0.15,8.67,4.18,15.5,present ,24.88,30.6,
12/06/2020,1:30:00,11.86,-0.941,0,0,1.48,-3.5,-2.866,-0.13,8.685,4.18,15,present ,24.81,30.6,
12/06/2020,2:00:00,11.54,-0.859,0,0,1.48,-3.5,-2.778,-0.12,8.697,4.18,15,present ,24.77,30.6,
12/06/2020,2:30:00,11.32,-0.698,0,0,1.48,-3.5,-2.374,-0.09,8.704,4.18,14.6,present ,24.7,30.6,
12/06/2020,3:00:00,11.43,-0.686,0,0,1.48,-3.5,-1.783,-0.09,8.7,4.18,15.3,present ,24.64,31.2,
12/06/2020,3:30:00,11.34,-0.679,0,0,1.48,-3.5,-1.871,-0.09,8.704,4.18,15.4,present ,24.56,30.9,
12/06/2020,4:00:00,11.24,-0.627,0,0,1.48,-3.5,-1.674,-0.08,8.708,4.18,15.4,present ,24.5,31.5,
12/06/2020,4:30:00,10.92,-0.733,0,0,1.48,-3.5,-1.74,-0.1,8.72,4.18,15.1,present ,24.35,30.9,
12/06/2020,5:00:00,10.67,-0.669,0,0,1.48,-3.5,-1.597,-0.09,8.731,4.18,14.5,present ,24.1,31.2,
12/06/2020,5:30:00,10.49,-0.75,0,0,1.48,-3.5,-1.75,-0.1,8.739,4.18,14.5,present ,23.86,31.2,
12/06/2020,6:00:00,10.27,-0.695,0,0,1.48,-3.5,-1.86,-0.09,8.747,4.18,14.2,present ,23.72,31.5,
12/06/2020,6:30:00,10.12,-0.669,0,0,1.48,-3.5,-1.541,-0.09,8.751,4.18,14,present ,23.61,31.5,
12/06/2020,7:00:00,10.05,-0.518,0,0,1.48,-3.5,-1.403,-0.07,8.755,4.18,14.2,present ,23.57,31.5,
12/06/2020,7:30:00,10.18,-0.501,0,0,1.48,-3.5,-0.872,-0.07,8.751,4.18,14.5,present ,23.57,31.5,
12/06/2020,8:00:00,10.16,-0.665,0,0,1.48,-3.5,-0.871,-0.09,8.751,4.18,14.5,present ,23.61,31.5,
12/06/2020,8:30:00,10.84,-0.255,0,0,1.48,-3.5,0.569,-0.03,8.724,4.18,15.6,present ,23.96,31.5,
12/06/2020,9:00:00,11.68,-0.204,0,0,1.48,-3.5,1.359,-0.02,8.693,4.18,17,present ,24.42,31.2,
12/06/2020,9:30:00,12.53,-0.191,0,0,1.48,-3.5,2.066,-0.02,8.658,4.18,18.79,present ,23.82,31.8,
12/06/2020,10:00:00,14.74,0.355,0,0,1.48,-3.5,4.401,0.05,8.574,4.18,20.8,present ,24.25,31.8,
12/06/2020,10:30:00,22.86,2.391,0,0,1.48,-3.5,17.76,0.32,8.276,4.18,22.9,present ,25.63,30.9,
12/06/2020,11:00:00,20.42,0.282,0,0,1.48,-3.5,6.945,0.03,8.362,4.18,24,present ,26.3,30.6,
12/06/2020,11:30:00,18.34,0.256,0,0,1.48,-3.5,4.861,0.03,8.439,4.18,24.5,present ,27.07,29.7,
12/06/2020,12:00:00,19.14,0.537,0,0,1.48,-3.5,6.531,0.07,8.41,4.18,25.7,present ,27.53,30,
12/06/2020,12:30:00,20.24,0.458,0,0,1.48,-3.5,6.288,0.06,8.37,4.18,28.1,present ,28.88,29.7,
12/06/2020,13:00:00,19.75,0.188,0,0,1.48,-3.5,4.428,0.02,8.388,4.18,27,present ,27.43,30,
12/06/2020,13:30:00,19.65,-0.044,0,0,1.48,-3.5,3.145,0,8.392,4.18,27.1,present ,26.58,30.3,
12/06/2020,14:00:00,19.62,0.068,0,0,1.48,-3.5,2.695,0,8.392,4.18,26.9,present ,26.93,29.7,
12/06/2020,14:30:00,19.67,-0.136,0,0,1.48,-3.5,2.334,-0.01,8.392,4.18,26.9,present ,27.15,30.3,
12/06/2020,15:00:00,20.02,-0.211,0,0,1.48,-3.5,2.02,-0.02,8.377,4.18,27.4,present ,26.54,30,
12/06/2020,15:30:00,19.77,-0.374,0,0,1.48,-3.5,0.628,-0.05,8.388,4.18,26.4,present ,26.33,30.6,
12/06/2020,16:00:00,18.83,-0.588,0,0,1.48,-3.5,-0.685,-0.08,8.421,4.18,23.7,present ,26.68,29.4,
12/06/2020,16:30:00,18.46,-0.544,0,0,1.48,-3.5,-0.572,-0.07,8.436,4.18,23,present ,27.03,29.1,
12/06/2020,17:00:00,18.87,-0.42,0,0,1.48,-3.5,0,-0.05,8.421,4.18,23.9,present ,26.86,30,
12/06/2020,17:30:00,18.57,-0.467,0,0,1.48,-3.5,-0.286,-0.06,8.432,4.18,23.7,present ,27.32,29.4,
12/06/2020,18:00:00,18.26,-0.432,0,0,1.48,-3.5,-0.706,-0.05,8.443,4.18,23.1,present ,28.9,28.5,
12/06/2020,18:30:00,17.55,-0.899,0,0,1.48,-3.5,-2.305,-0.12,8.469,4.18,22.2,present ,25.94,30,
12/06/2020,19:00:00,16.95,-0.679,0,0,1.48,-3.5,-2.024,-0.09,8.491,4.18,20.7,present ,25.76,29.7,
12/06/2020,19:30:00,16.72,-0.765,0,0,1.48,-3.5,-1.932,-0.1,8.499,4.18,20.8,present ,25.8,30.3,
12/06/2020,20:00:00,16.45,-0.691,0,0,1.48,-3.5,-1.785,-0.09,8.51,4.18,20.4,present ,25.65,30,
12/06/2020,20:30:00,16.16,-0.577,0,0,1.48,-3.5,-1.709,-0.08,8.521,4.18,20.29,present ,25.66,30.3,
12/06/2020,21:00:00,16.05,-0.641,0,0,1.48,-3.5,-1.821,-0.08,8.525,4.18,20.4,present ,25.55,30,
12/06/2020,21:30:00,15.31,-0.835,0,0,1.48,-3.5,-2.666,-0.11,8.551,4.18,19.29,present ,25.55,29.7,
12/06/2020,22:00:00,14.7,-0.887,0,0,1.48,-3.5,-2.872,-0.12,8.574,4.18,18.6,present ,25.44,30,
12/06/2020,22:30:00,14.21,-0.946,0,0,1.48,-3.5,-2.876,-0.13,8.593,4.18,17.79,present ,25.41,30,
12/06/2020,23:00:00,13.8,-0.92,0,0,1.48,-3.5,-2.622,-0.12,8.608,4.18,17.1,present ,25.38,30.6,
12/06/2020,23:30:00,13.46,-0.778,0,0,1.48,-3.5,-2.685,-0.11,8.623,4.18,17.1,present ,25.34,30.6,
13/06/2020,0:00:00,13.19,-0.727,0,0,1.48,-3.5,-2.498,-0.1,8.635,4.18,16.79,present ,25.3,30.6,
13/06/2020,0:30:00,12.77,-0.818,0,0,1.48,-3.5,-2.686,-0.11,8.65,4.18,16.5,present ,25.26,30,
13/06/2020,1:00:00,11.95,-0.956,0,0,1.48,-3.5,-3.477,-0.13,8.681,4.18,15.4,present ,25.23,30,
13/06/2020,1:30:00,11.56,-0.965,0,0,1.48,-3.5,-3.141,-0.13,8.697,4.18,14.8,present ,25.2,30.3,
13/06/2020,2:00:00,11.14,-0.779,0,0,1.48,-3.5,-2.665,-0.11,8.712,4.18,14.2,present ,25.16,30,
13/06/2020,2:30:00,10.62,-0.81,0,0,1.48,-3.5,-2.764,-0.11,8.731,4.18,13.8,present ,25.12,30.3,
13/06/2020,3:00:00,10.01,-0.923,0,0,1.48,-3.5,-3.048,-0.13,8.755,4.18,13,present ,25.09,30.3,
13/06/2020,3:30:00,9.66,-0.844,0,0,1.48,-3.5,-3.057,-0.12,8.755,4.18,13.1,present ,25.05,30.3,
13/06/2020,4:00:00,9.78,-0.64,0,0,1.48,-3.5,-1.866,-0.09,8.755,4.18,13.5,present ,25.02,30.3,
13/06/2020,4:30:00,9.66,-0.655,0,0,1.48,-3.5,-1.985,-0.09,8.755,4.18,13.6,present ,25.02,30.6,
13/06/2020,5:00:00,9.53,-0.709,0,0,1.48,-3.5,-1.797,-0.1,8.755,4.18,13.5,present ,24.98,30.3,
13/06/2020,5:30:00,8.99,-0.724,0,0,1.48,-3.5,-2.074,-0.1,8.755,4.18,12.9,present ,24.95,30.3,
13/06/2020,6:00:00,8.84,-0.732,0,0,1.48,-3.5,-1.9,-0.1,8.755,4.18,12.6,present ,24.91,30.3,
13/06/2020,6:30:00,8.61,-0.758,0,0,1.48,-3.5,-1.73,-0.1,8.755,4.18,12.4,present ,24.91,30.3,
13/06/2020,7:00:00,8.45,-0.533,0,0,1.48,-3.5,-1.438,-0.07,8.755,4.18,12.2,present ,24.98,30.3,
13/06/2020,7:30:00,8.89,-0.411,0,0,1.48,-3.5,-0.536,-0.05,8.755,4.18,12.9,present ,25.16,30.6,
13/06/2020,8:00:00,9.49,-0.41,0,0,1.48,-3.5,0.262,-0.05,8.755,4.18,13.8,present ,25.41,30.3,
13/06/2020,8:30:00,9.95,-0.216,0,0,1.48,-3.5,0.732,-0.03,8.755,4.18,14.8,present ,25.55,30.3,
13/06/2020,9:00:00,10.6,-0.274,0,0,1.48,-3.5,1.242,-0.03,8.731,4.18,16,present ,25.87,30,
13/06/2020,9:30:00,11.13,-0.16,0,0,1.48,-3.5,1.556,-0.02,8.712,4.18,17,present ,26.08,30,
13/06/2020,10:00:00,11.58,-0.137,0,0,1.48,-3.5,1.738,-0.01,8.697,4.18,18.1,present ,26.01,30,
13/06/2020,10:30:00,11.78,-0.261,0,0,1.48,-3.5,1.536,-0.03,8.689,4.18,18.5,present ,25.87,30,
13/06/2020,11:00:00,12.48,-0.161,0,0,1.48,-3.5,2.197,-0.02,8.662,4.18,19.1,present ,26.26,30,
13/06/2020,11:30:00,13.57,-0.06,0,0,1.48,-3.5,3.677,0,8.62,4.18,20.4,present ,27,30.3,
13/06/2020,12:00:00,13.61,-0.127,0,0,1.48,-3.5,2.288,-0.01,8.616,4.18,20.8,present ,26.26,30,
13/06/2020,12:30:00,14.91,0.266,0,0,1.48,-3.5,4.83,0.03,8.566,4.18,21.7,present ,27.95,29.1,
13/06/2020,13:00:00,14.29,-0.37,0,0,1.48,-3.5,1.499,-0.05,8.593,4.18,21.6,present ,25.94,30,
13/06/2020,13:30:00,14.77,-0.134,0,0,1.48,-3.5,2.855,-0.01,8.574,4.18,20.7,present ,28.87,28.2,
13/06/2020,14:00:00,15.87,0.144,0,0,1.48,-3.5,3.888,0.02,8.533,4.18,22.4,present ,28.91,28.8,
13/06/2020,14:30:00,16.61,-0.044,0,0,1.48,-3.5,4.015,0,8.503,4.18,24.3,present ,28.91,29.1,
13/06/2020,15:00:00,17.01,0.232,0,0,1.48,-3.5,4.769,0.03,8.488,4.18,24.5,present ,28.91,29.1,
13/06/2020,15:30:00,17.03,-0.058,0,0,1.48,-3.5,3.509,0,8.488,4.18,24.6,present ,28.9,28.5,
13/06/2020,16:00:00,17.88,0.116,0,0,1.48,-3.5,4.598,0.01,8.458,4.18,25.4,present ,28.97,28.5,
13/06/2020,16:30:00,17.23,-0.312,0,0,1.48,-3.5,1.919,-0.04,8.48,4.18,24.1,present ,27.21,29.4,
13/06/2020,17:00:00,16.72,-0.431,0,0,1.48,-3.5,0.308,-0.06,8.499,4.18,22.7,present ,25.97,29.7,
13/06/2020,17:30:00,16.4,-0.48,0,0,1.48,-3.5,-0.43,-0.06,8.51,4.18,22.1,present ,25.76,30,
13/06/2020,18:00:00,15.62,-1.07,0,0,1.48,-3.5,-2.63,-0.14,8.54,4.18,20.7,present ,25.69,29.7,
13/06/2020,18:30:00,14.67,-0.931,0,0,1.48,-3.5,-2.84,-0.13,8.578,4.18,18.29,present ,25.86,29.4,
13/06/2020,19:00:00,14.54,-0.607,0,0,1.48,-3.5,-1.988,-0.08,8.582,4.18,18.1,present ,25.62,30.6,
13/06/2020,19:30:00,14.22,-0.766,0,0,1.48,-3.5,-2.37,-0.1,8.593,4.18,18,present ,25.73,30,
13/06/2020,20:00:00,13.69,-0.76,0,0,1.48,-3.5,-2.639,-0.1,8.616,4.18,17.4,present ,25.55,30.3,
13/06/2020,20:30:00,12.93,-0.911,0,0,1.48,-3.5,-3.39,-0.12,8.643,4.18,16.6,present ,25.48,30.3,
13/06/2020,21:00:00,12.34,-0.891,0,0,1.48,-3.5,-2.923,-0.12,8.666,4.18,15.5,present ,25.44,30,
13/06/2020,21:30:00,12.16,-0.786,0,0,1.48,-3.5,-2.632,-0.11,8.673,4.18,15.4,present ,25.37,30,
13/06/2020,22:00:00,11.9,-0.764,0,0,1.48,-3.5,-2.639,-0.1,8.681,4.18,15.2,present ,25.34,30,
13/06/2020,22:30:00,11.58,-0.748,0,0,1.48,-3.5,-2.735,-0.1,8.697,4.18,14.9,present ,25.3,30.6,
13/06/2020,23:00:00,11.37,-0.727,0,0,1.48,-3.5,-2.473,-0.1,8.704,4.18,14.6,present ,25.27,30.6,
13/06/2020,23:30:00,11.25,-0.627,0,0,1.48,-3.5,-2.068,-0.08,8.708,4.18,14.8,present ,25.23,30.6,
14/06/2020,0:00:00,10.74,-0.656,0,0,1.48,-3.5,-2.348,-0.09,8.728,4.18,13.9,present ,25.2,30.3,
14/06/2020,0:30:00,10.12,-0.896,0,0,1.48,-3.5,-3.03,-0.12,8.751,4.18,13.3,present ,25.13,30.6,
14/06/2020,1:00:00,9.61,-0.894,0,0,1.48,-3.5,-2.657,-0.12,8.755,4.18,12.8,present ,25.12,30,
14/06/2020,1:30:00,9.35,-0.71,0,0,1.48,-3.5,-2.596,-0.1,8.755,4.18,12.6,present ,25.06,30.6,
14/06/2020,2:00:00,9.05,-0.683,0,0,1.48,-3.5,-2.551,-0.09,8.755,4.18,12.3,present ,25.02,30,
14/06/2020,2:30:00,8.84,-0.692,0,0,1.48,-3.5,-2.268,-0.09,8.755,4.18,12.2,present ,25.02,30.6,
