Filename,Tree,Start_date,Reading,Output
PSY1K30H.CSV,DF49GT,2021-07-30 17:00,1,1
PSY1J10I.CSV,ES48GT,2021-05-21 17:00,1,1
PSY1I604.CSV,DF21US,2021-05-12 17:00,1,1
PSY1I30Z-initial.CSV,ES50LS,2021-05-19 17:00,2,2
PSY1K30G.CSV,ES51US,2021-07-19 17:00,1,1
PSY1J203-initial.CSV,DF27US,2021-05-18 17:30,2,2
