Serial Number:,PSY1M407,,,,,,,,,,,,,,,
APP Serial #:,03000A84,,,,,,,,,,,,,,,
Head Serial #:,2301,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
28/04/2022,4:47:39,25.85,0.392,4.393,-0.81,1,-3.8,-0.279,0.05,8.168,4.16,24.6,present ,USB ,USB ,
28/04/2022,4:57:48,24.91,-0.271,3.464,-0.68,1,-3.8,-0.63,-0.03,8.201,4.17,25.3,present ,USB ,USB ,
Serial Number:,PSY1M407,,,,,,,,,,,,,,,
APP Serial #:,03000A84,,,,,,,,,,,,,,,
Head Serial #:,2301,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,03DF ,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,0,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
28/04/2022,5:34:17,24.22,0.156,5.505,-1.19,1,-3.8,-0.199,0.02,8.226,4.17,24.8,present ,USB ,USB ,
28/04/2022,6:13:39,23.87,0.286,7.281,-1.67,1,-3.8,-0.172,0.03,8.24,4.17,25.2,present ,USB ,USB ,
28/04/2022,6:52:28,24.63,0.041,8.931,-2.1,1,-3.8,-0.174,0,8.212,4.17,24.9,present ,USB ,USB ,
28/04/2022,7:36:08,24.11,-0.47,10.872,-2.73,1,-3.8,-0.754,-0.06,8.229,4.17,25.5,present ,USB ,USB ,
28/04/2022,8:24:46,25.83,0.296,18.974,-4.58,1,-3.8,0.128,0.03,8.168,4.17,25.3,present ,USB ,USB ,
Serial Number:,PSY1M407,,,,,,,,,,,,,,,
APP Serial #:,03000A84,,,,,,,,,,,,,,,
Head Serial #:,2301,,,,,,,,,,,,,,,
App Ver:,R1-7-8,,,,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,,,,
Instrument Comment:,03DF ,,,,,,,,,,,,,,,
Cooling Time:,10,seconds,,,,,,,,,,,,,,
Waiting Time:,6,seconds,,,,,,,,,,,,,,
Warming Duration:,0,seconds,,,,,,,,,,,,,,
Wait before measurement:,15,seconds,,,,,,,,,,,,,,
Chamber Heating Duration:,45,seconds,,,,,,,,,,,,,,
Chamber Heating Schedule:,continuous ,,,,,,,,,,,,,,,
C1:,0.027,,,,,,,,,,,,,,,
C2:,0.325,,,,,,,,,,,,,,,
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
04/05/2022,2:30:00,10.69,2.263,6.87,-2.11,2.86,-3.41,0.615,0.32,8.731,4.16,11.7,not present ,0,0,
04/05/2022,3:00:00,10.73,1.056,6.024,-1.88,2.86,-3.41,0.21,0.15,8.728,4.15,12.1,not present ,0,0,
04/05/2022,3:30:00,10.75,0.233,4.713,-1.37,2.86,-3.41,-0.051,0.03,8.728,4.14,11.7,not present ,0,0,
04/05/2022,4:00:00,11,0.484,4.929,-1.41,2.86,-3.41,-0.001,0.06,8.716,4.14,11.7,not present ,0,0,
04/05/2022,4:30:00,11.74,1.21,6.265,-1.84,2.86,-3.41,0.223,0.17,8.689,4.13,12.5,not present ,0,0,
04/05/2022,5:00:00,12.27,1.961,7.326,-2.15,2.86,-3.41,0.833,0.27,8.67,4.12,13.2,not present ,0,0,
04/05/2022,5:30:00,12.96,1.132,6.243,-1.71,2.86,-3.41,0.244,0.16,8.643,4.12,13.9,not present ,0,0,
04/05/2022,6:00:00,13.96,1.692,7.435,-2.02,2.86,-3.41,0.784,0.23,8.604,4.11,14.6,not present ,0,0,
04/05/2022,6:30:00,13.9,-0.176,4.032,-0.87,2.86,-3.41,-0.281,-0.02,8.604,4.1,13.9,not present ,0,0,
04/05/2022,7:00:00,14.01,0.018,4.452,-1.01,2.86,-3.41,-0.184,0,8.601,4.1,14.3,not present ,0,0,
04/05/2022,7:30:00,15.34,1.505,7.843,-2.06,2.86,-3.41,0.735,0.21,8.551,4.09,15.2,not present ,0,0,
04/05/2022,8:00:00,15.82,-0.206,4.337,-0.88,2.86,-3.41,-0.434,-0.02,8.533,4.09,16.1,not present ,0,0,
04/05/2022,8:30:00,16.14,-0.6,3.205,-0.48,2.86,-3.41,-0.517,-0.08,8.521,4.08,15.4,not present ,0,0,
04/05/2022,9:00:00,17.21,1.858,8.616,-2.1,2.86,-3.41,0.773,0.25,8.48,4.07,16.29,not present ,0,0,
04/05/2022,9:30:00,17.8,1.257,6.953,-1.51,2.86,-3.41,0.229,0.17,8.458,4.07,16.4,not present ,0,0,
04/05/2022,10:00:00,18.03,0.517,5.863,-1.2,2.86,-3.41,-0.569,0.07,8.451,4.06,16.5,not present ,0,0,
04/05/2022,10:30:00,18.18,-0.43,3.281,-0.4,2.86,-3.41,-1.152,-0.05,8.447,4.06,16.6,not present ,0,0,
04/05/2022,11:00:00,18.05,-0.892,2.517,-0.19,2.86,-3.41,-1.243,-0.12,8.451,4.06,16.6,not present ,0,0,
04/05/2022,11:30:00,17.27,-2.204,0,0,2.86,-3.41,-1.75,-0.3,8.48,4.05,15.1,not present ,0,0,
04/05/2022,12:00:00,15.95,-2.452,0,0,2.86,-3.41,-1.799,-0.34,8.529,4.05,13.5,not present ,0,0,
04/05/2022,12:30:00,14.93,-2.243,0,0,2.86,-3.41,-1.502,-0.31,8.566,4.04,13.1,not present ,0,0,
04/05/2022,13:00:00,13.97,-1.959,0,0,2.86,-3.41,-1.281,-0.27,8.604,4.06,17.2,present ,25.17,54.6,
04/05/2022,13:30:00,13.48,-2.046,0,0,2.86,-3.41,-1.251,-0.28,8.623,4.1,20.9,present ,25.03,54.9,
04/05/2022,14:00:00,12.92,-1.578,0,0,2.86,-3.41,-1.006,-0.22,8.643,4.12,21.5,present ,24.9,55.5,
04/05/2022,14:30:00,12.48,-1.469,0,0,2.86,-3.41,-0.845,-0.2,8.662,4.15,21.3,present ,24.82,55.2,
04/05/2022,15:00:00,12.04,-1.241,0,0,2.86,-3.41,-0.691,-0.17,8.677,4.18,21.1,present ,24.78,54,
04/05/2022,15:30:00,11.56,-1.046,0,0,2.86,-3.41,-0.736,-0.14,8.697,4.19,18,present ,24.69,33.9,
04/05/2022,16:00:00,10.97,-1.708,0,0,2.86,-3.41,-1.066,-0.24,8.72,4.19,15.4,present ,24.58,28.8,
04/05/2022,16:30:00,10.71,-0.697,0,0,2.86,-3.41,-0.626,-0.09,8.728,4.19,14.8,present ,24.51,28.5,
04/05/2022,17:00:00,10.51,-0.549,0,0,2.86,-3.41,-0.467,-0.07,8.735,4.19,14.6,present ,24.43,28.2,
04/05/2022,17:30:00,10.28,-0.859,0,0,2.86,-3.41,-0.594,-0.12,8.747,4.19,14.5,present ,24.36,28.2,
04/05/2022,18:00:00,10.28,-0.202,0,0,2.86,-3.41,-0.436,-0.02,8.747,4.19,14.7,present ,24.37,28.5,
04/05/2022,18:30:00,10.27,-0.297,1.718,-0.04,2.86,-3.41,-0.311,-0.04,8.747,4.19,14.9,present ,24.29,28.2,
04/05/2022,19:00:00,10.34,-0.183,1.954,-0.13,2.86,-3.41,-0.318,-0.02,8.743,4.19,14.8,present ,24.26,28.2,
04/05/2022,19:30:00,10.35,-0.158,1.879,-0.09,2.86,-3.41,-0.355,-0.02,8.743,4.19,14.8,present ,24.19,28.5,
04/05/2022,20:00:00,10.37,-0.161,1.813,-0.06,2.86,-3.41,-0.354,-0.02,8.743,4.19,14.9,present ,24.19,28.2,
04/05/2022,20:30:00,10.46,-0.181,1.939,-0.12,2.86,-3.41,-0.292,-0.02,8.739,4.19,14.9,present ,24.12,28.8,
04/05/2022,21:00:00,10.48,-0.349,1.751,-0.05,2.86,-3.41,-0.381,-0.05,8.739,4.19,14.9,present ,24.08,28.5,
04/05/2022,21:30:00,10.42,-0.292,1.705,-0.02,2.86,-3.41,-0.327,-0.04,8.739,4.19,14.7,present ,24.01,28.5,
04/05/2022,22:00:00,10.4,-0.402,1.692,-0.03,2.86,-3.41,-0.397,-0.05,8.739,4.19,14.6,present ,23.97,28.2,
04/05/2022,22:30:00,10.24,-0.403,1.608,0,2.86,-3.41,-0.346,-0.05,8.747,4.18,11.6,not present ,0,0,
04/05/2022,23:00:00,10.13,-0.45,1.58,0,2.86,-3.41,-0.618,-0.06,8.751,4.17,10.8,not present ,0,0,
04/05/2022,23:30:00,10.14,-0.404,1.656,-0.03,2.86,-3.41,-0.415,-0.05,8.751,4.16,10.7,not present ,0,0,
05/05/2022,0:00:00,9.88,-0.625,0,0,2.86,-3.41,-0.551,-0.08,8.755,4.15,10.4,not present ,0,0,
05/05/2022,0:30:00,9.76,-0.387,1.609,-0.01,2.86,-3.41,-0.522,-0.05,8.755,4.15,10.4,not present ,0,0,
05/05/2022,1:00:00,9.87,0.119,2.146,-0.2,2.86,-3.41,-0.241,0.01,8.755,4.14,10.5,not present ,0,0,
05/05/2022,1:30:00,10.06,0.183,2.581,-0.4,2.86,-3.41,-0.087,0.02,8.755,4.13,10.9,not present ,0,0,
05/05/2022,2:00:00,10.23,0.176,2.593,-0.4,2.86,-3.41,-0.188,0.02,8.747,4.13,11,not present ,0,0,
05/05/2022,2:30:00,10.28,-0.069,2.375,-0.32,2.86,-3.41,-0.248,0,8.747,4.12,11.1,not present ,0,0,
05/05/2022,3:00:00,10.38,0.089,2.522,-0.37,2.86,-3.41,-0.188,0.01,8.743,4.11,11,not present ,0,0,
05/05/2022,3:30:00,10.46,-0.088,2.348,-0.3,2.86,-3.41,-0.238,-0.01,8.739,4.11,11.2,not present ,0,0,
05/05/2022,4:00:00,10.56,-0.064,2.325,-0.28,2.86,-3.41,-0.387,0,8.735,4.1,11.1,not present ,0,0,
05/05/2022,4:30:00,10.63,0.103,2.485,-0.33,2.86,-3.41,-0.255,0.01,8.731,4.09,11.2,not present ,0,0,
05/05/2022,5:00:00,10.86,0.091,2.877,-0.51,2.86,-3.41,-0.148,0.01,8.724,4.09,11.5,not present ,0,0,
05/05/2022,5:30:00,11.03,0.227,2.822,-0.45,2.86,-3.41,-0.208,0.03,8.716,4.08,11.6,not present ,0,0,
05/05/2022,6:00:00,11.16,-0.063,2.782,-0.47,2.86,-3.41,-0.24,0,8.712,4.07,11.7,not present ,0,0,
05/05/2022,6:30:00,11.39,0.393,3.311,-0.64,2.86,-3.41,-0.083,0.05,8.704,4.07,12.1,not present ,0,0,
05/05/2022,7:00:00,11.59,0.296,3.1,-0.54,2.86,-3.41,-0.189,0.04,8.697,4.07,12.3,not present ,0,0,
05/05/2022,7:30:00,11.75,0.369,3.177,-0.55,2.86,-3.41,-0.108,0.05,8.689,4.06,12.3,not present ,0,0,
05/05/2022,8:00:00,11.93,0.109,2.972,-0.49,2.86,-3.41,-0.173,0.01,8.681,4.06,12.5,not present ,0,0,
05/05/2022,8:30:00,11.89,0.086,2.795,-0.41,2.86,-3.41,-0.119,0.01,8.685,4.06,12.3,not present ,0,0,
05/05/2022,9:00:00,12.18,0.284,3.092,-0.5,2.86,-3.41,-0.134,0.04,8.673,4.05,12.8,not present ,0,0,
05/05/2022,9:30:00,12.24,0.191,2.951,-0.45,2.86,-3.41,-0.15,0.02,8.67,4.05,12.8,not present ,0,0,
05/05/2022,10:00:00,12.38,0.188,3.019,-0.47,2.86,-3.41,-0.21,0.02,8.666,4.03,13,not present ,0,0,
05/05/2022,10:30:00,12.57,-0.093,2.844,-0.42,2.86,-3.41,-0.4,-0.01,8.658,4.02,13.2,not present ,0,0,
05/05/2022,11:00:00,12.48,-0.096,2.462,-0.26,2.86,-3.41,-0.507,-0.01,8.662,4,12.8,not present ,0,0,
05/05/2022,11:30:00,12.31,-0.46,2.042,-0.13,2.86,-3.41,-0.562,-0.06,8.666,3.99,12.6,not present ,0,0,
05/05/2022,12:00:00,12.25,-0.496,1.905,-0.08,2.86,-3.41,-0.493,-0.07,8.67,3.98,12.3,not present ,0,0,
05/05/2022,12:30:00,11.97,-0.922,0,0,2.86,-3.41,-0.715,-0.13,8.681,3.97,12,not present ,0,0,
05/05/2022,13:00:00,12.27,-1.702,0,0,2.86,-3.41,-0.924,-0.24,8.67,4.11,28.8,present ,23.48,119.4,
05/05/2022,13:30:00,12.1,-1.803,0,0,2.86,-3.41,-0.927,-0.25,8.673,4.18,31.2,present ,23.17,116.1,
05/05/2022,14:00:00,11.41,-1.312,0,0,2.86,-3.41,-0.695,-0.18,8.7,4.19,20.5,present ,23.17,33.9,
05/05/2022,14:30:00,10.69,-1.426,0,0,2.86,-3.41,-0.824,-0.2,8.731,4.19,15.6,present ,23.03,29.4,
05/05/2022,15:00:00,10.1,-1.314,0,0,2.86,-3.41,-0.976,-0.18,8.751,4.19,13.8,present ,22.74,29.4,
05/05/2022,15:30:00,9.51,-1.498,0,0,2.86,-3.41,-0.978,-0.21,8.755,4.18,10.9,not present ,0,0,
05/05/2022,16:00:00,9.05,-0.984,0,0,2.86,-3.41,-0.806,-0.14,8.755,4.17,9.5,not present ,0,0,
05/05/2022,16:30:00,8.63,-1.123,0,0,2.86,-3.41,-0.86,-0.16,8.755,4.16,8.5,not present ,0,0,
05/05/2022,17:00:00,8.15,-1.241,0,0,2.86,-3.41,-0.877,-0.17,8.755,4.15,8,not present ,0,0,
05/05/2022,17:30:00,7.63,-1.3,0,0,2.86,-3.41,-0.872,-0.18,8.755,4.15,7.4,not present ,0,0,
05/05/2022,18:00:00,7.11,-1.299,0,0,2.86,-3.41,-0.933,-0.18,8.755,4.14,6.8,not present ,0,0,
05/05/2022,18:30:00,6.83,-0.819,0,0,2.86,-3.41,-0.672,-0.11,8.755,4.13,6.8,not present ,0,0,
05/05/2022,19:00:00,6.53,-0.711,0,0,2.86,-3.41,-0.585,-0.1,8.755,4.13,6.9,not present ,0,0,
05/05/2022,19:30:00,6.51,-0.731,0,0,2.86,-3.41,-0.508,-0.1,8.755,4.12,6.9,not present ,0,0,
05/05/2022,20:00:00,6.25,-0.486,0,0,2.86,-3.41,-0.517,-0.06,8.755,4.11,6.6,not present ,0,0,
05/05/2022,20:30:00,6.16,-0.423,0,0,2.86,-3.41,-0.485,-0.06,8.755,4.11,6.6,not present ,0,0,
05/05/2022,21:00:00,6.25,-0.26,0,0,2.86,-3.41,-0.299,-0.03,8.755,4.1,7.1,not present ,0,0,
05/05/2022,21:30:00,6.22,-0.154,0,0,2.86,-3.41,-0.404,-0.02,8.755,4.09,7,not present ,0,0,
05/05/2022,22:00:00,6.37,-0.226,1.406,-0.02,2.86,-3.41,-0.383,-0.03,8.755,4.09,7.3,not present ,0,0,
05/05/2022,22:30:00,6.36,0.005,0,0,2.86,-3.41,-0.346,0,8.755,4.08,7.2,not present ,0,0,
05/05/2022,23:00:00,6.38,0,1.431,0,2.86,-3.41,-0.325,0,8.755,4.08,7.3,not present ,0,0,
05/05/2022,23:30:00,6.44,0.209,1.493,0,2.86,-3.41,-0.127,0.03,8.755,4.07,7.3,not present ,0,0,
06/05/2022,0:00:00,6.65,0.184,1.837,-0.2,2.86,-3.41,-0.226,0.02,8.755,4.07,7.5,not present ,0,0,
06/05/2022,0:30:00,6.79,0.578,2.046,-0.25,2.86,-3.41,0.034,0.08,8.755,4.06,7.8,not present ,0,0,
06/05/2022,1:00:00,7.29,1.033,2.696,-0.52,2.86,-3.41,0.13,0.14,8.755,4.06,8.6,not present ,0,0,
06/05/2022,1:30:00,8.14,1.86,3.914,-1,2.86,-3.41,0.644,0.26,8.755,4.06,10.2,not present ,0,0,
06/05/2022,2:00:00,9.17,2.064,4.502,-1.17,2.86,-3.41,0.651,0.29,8.755,4.05,11.6,not present ,0,0,
06/05/2022,2:30:00,10.21,1.807,4.857,-1.27,2.86,-3.41,0.682,0.25,8.747,4.05,13,not present ,0,0,
06/05/2022,3:00:00,11.2,1.21,4.338,-1.01,2.86,-3.41,0.287,0.17,8.708,4.03,13.6,not present ,0,0,
06/05/2022,3:30:00,11.85,0.429,4.03,-0.93,2.86,-3.41,-0.025,0.06,8.685,4.02,13.6,not present ,0,0,
06/05/2022,4:00:00,12.56,0.532,4.044,-0.87,2.86,-3.41,0.009,0.07,8.658,4.01,13.9,not present ,0,0,
06/05/2022,4:30:00,13.01,-0.209,3.22,-0.58,2.86,-3.41,-0.474,-0.02,8.639,3.99,13.7,not present ,0,0,
06/05/2022,5:00:00,12.65,-1.276,0,0,2.86,-3.41,-0.955,-0.18,8.654,3.98,12.3,not present ,0,0,
06/05/2022,5:30:00,12.37,-0.61,0,0,2.86,-3.41,-0.674,-0.08,8.666,3.97,11.8,not present ,0,0,
06/05/2022,6:00:00,12.43,-0.036,2.749,-0.38,2.86,-3.41,-0.253,0,8.662,3.97,12.3,not present ,0,0,
06/05/2022,6:30:00,12.91,0.862,4.652,-1.06,2.86,-3.41,0.265,0.12,8.643,3.96,13.2,not present ,0,0,
06/05/2022,7:00:00,13.06,0.064,3.64,-0.72,2.86,-3.41,-0.109,0,8.639,3.96,13.6,not present ,0,0,
06/05/2022,7:30:00,13.49,0.915,4.755,-1.05,2.86,-3.41,0.162,0.12,8.623,3.95,13.8,not present ,0,0,
06/05/2022,8:00:00,13.9,0.327,4.336,-0.93,2.86,-3.41,-0.106,0.04,8.604,3.95,14.1,not present ,0,0,
06/05/2022,8:30:00,14.07,0.273,3.905,-0.74,2.86,-3.41,-0.146,0.03,8.601,3.95,13.8,not present ,0,0,
06/05/2022,9:00:00,13.62,-1.043,1.985,-0.14,2.86,-3.41,-0.814,-0.14,8.616,3.94,13,not present ,0,0,
06/05/2022,9:30:00,13.44,-0.849,2.004,-0.13,2.86,-3.41,-0.765,-0.12,8.623,3.94,12.7,not present ,0,0,
06/05/2022,10:00:00,12.31,-0.732,0,0,2.86,-3.41,-0.773,-0.1,8.666,3.94,11.6,not present ,0,0,
06/05/2022,10:30:00,12.5,-1.37,0,0,2.86,-3.41,-1.129,-0.19,8.658,3.93,11.7,not present ,0,0,
06/05/2022,11:00:00,11.67,-2.06,0,0,2.86,-3.41,-1.528,-0.29,8.693,3.93,10.7,not present ,0,0,
06/05/2022,11:30:00,10.5,-2.175,0,0,2.86,-3.41,-1.653,-0.31,8.735,3.93,9.3,not present ,0,0,
06/05/2022,12:00:00,9.77,-2.003,0,0,2.86,-3.41,-1.421,-0.28,8.755,3.92,9,not present ,0,0,
06/05/2022,12:30:00,9.2,-1.696,0,0,2.86,-3.41,-1.248,-0.24,8.755,3.92,8.8,not present ,0,0,
06/05/2022,13:00:00,8.81,-1.662,0,0,2.86,-3.41,-1.151,-0.23,8.755,3.91,8.6,not present ,0,0,
06/05/2022,13:30:00,9.24,-2.043,0,0,2.86,-3.41,-1.063,-0.29,8.755,4,27.3,present ,23.58,118.8,
06/05/2022,14:00:00,8.93,-2.293,0,0,2.86,-3.41,-1.152,-0.32,8.755,4.11,29.1,present ,22.83,123,
06/05/2022,14:30:00,7.9,-1.64,0,0,2.86,-3.41,-0.933,-0.23,8.755,4.08,11.4,not present ,0,0,
06/05/2022,15:00:00,7.31,-1.305,0,0,2.86,-3.41,-0.944,-0.18,8.755,4.07,8.5,not present ,0,0,
06/05/2022,15:30:00,7.32,-0.236,0,0,2.86,-3.41,-0.306,-0.03,8.755,4.07,8.3,not present ,0,0,
06/05/2022,16:00:00,7.15,-0.629,0,0,2.86,-3.41,-0.533,-0.09,8.755,4.07,7.9,not present ,0,0,
06/05/2022,16:30:00,6.9,-0.814,0,0,2.86,-3.41,-0.642,-0.11,8.755,4.06,7.4,not present ,0,0,
06/05/2022,17:00:00,6.59,-0.79,0,0,2.86,-3.41,-0.848,-0.11,8.755,4.06,6.9,not present ,0,0,
06/05/2022,17:30:00,6.52,-0.18,0,0,2.86,-3.41,-0.392,-0.02,8.755,4.05,7.2,not present ,0,0,
06/05/2022,18:00:00,6.6,-0.341,0,0,2.86,-3.41,-0.371,-0.04,8.755,4.04,7.4,not present ,0,0,
06/05/2022,18:30:00,6.43,-0.557,0,0,2.86,-3.41,-0.613,-0.07,8.755,4.03,7,not present ,0,0,
06/05/2022,19:00:00,6.4,-0.275,0,0,2.86,-3.41,-0.309,-0.03,8.755,4.01,7.2,not present ,0,0,
06/05/2022,19:30:00,6.57,-0.075,1.426,0,2.86,-3.41,-0.26,-0.01,8.755,4,7.4,not present ,0,0,
06/05/2022,20:00:00,6.68,-0.077,1.506,-0.04,2.86,-3.41,-0.235,-0.01,8.755,3.99,7.6,not present ,0,0,
06/05/2022,20:30:00,6.74,-0.115,1.469,-0.02,2.86,-3.41,-0.316,-0.01,8.755,3.98,7.5,not present ,0,0,
06/05/2022,21:00:00,6.79,-0.168,1.419,0,2.86,-3.41,-0.266,-0.02,8.755,3.97,7.5,not present ,0,0,
06/05/2022,21:30:00,6.76,-0.155,0,0,2.86,-3.41,-0.328,-0.02,8.755,3.96,7.5,not present ,0,0,
06/05/2022,22:00:00,6.62,-0.418,0,0,2.86,-3.41,-0.439,-0.06,8.755,3.96,7.1,not present ,0,0,
06/05/2022,22:30:00,6.58,-0.301,0,0,2.86,-3.41,-0.379,-0.04,8.755,3.95,7,not present ,0,0,
06/05/2022,23:00:00,6.46,-0.408,0,0,2.86,-3.41,-0.522,-0.05,8.755,3.95,6.8,not present ,0,0,
06/05/2022,23:30:00,6.43,-0.273,0,0,2.86,-3.41,-0.37,-0.03,8.755,3.94,6.8,not present ,0,0,
07/05/2022,0:00:00,6.43,-0.216,1.476,-0.06,2.86,-3.41,-0.362,-0.03,8.755,3.94,7,not present ,0,0,
07/05/2022,0:30:00,6.41,0.081,1.553,-0.06,2.86,-3.41,-0.186,0.01,8.755,3.94,6.9,not present ,0,0,
07/05/2022,1:00:00,6.38,0.085,1.632,-0.11,2.86,-3.41,-0.309,0.01,8.755,3.93,7,not present ,0,0,
07/05/2022,1:30:00,6.39,0.038,1.804,-0.21,2.86,-3.41,-0.29,0,8.755,3.93,7.2,not present ,0,0,
07/05/2022,2:00:00,6.39,-0.172,1.769,-0.22,2.86,-3.41,-0.221,-0.02,8.755,3.93,7.2,not present ,0,0,
07/05/2022,2:30:00,6.43,0.303,2.125,-0.36,2.86,-3.41,-0.164,0.04,8.755,3.93,7.6,not present ,0,0,
07/05/2022,3:00:00,6.77,0.391,2.245,-0.4,2.86,-3.41,-0.176,0.05,8.755,3.92,8.2,not present ,0,0,
07/05/2022,3:30:00,7.11,0.534,2.576,-0.54,2.86,-3.41,0.02,0.07,8.755,3.92,8.3,not present ,0,0,
07/05/2022,4:00:00,7.69,0.823,3.067,-0.73,2.86,-3.41,0.092,0.11,8.755,3.92,8.6,not present ,0,0,
07/05/2022,4:30:00,8.21,0.476,2.74,-0.56,2.86,-3.41,-0.001,0.06,8.755,3.91,8.6,not present ,0,0,
07/05/2022,5:00:00,8.33,-0.218,2,-0.25,2.86,-3.41,-0.465,-0.03,8.755,3.91,8.5,not present ,0,0,
07/05/2022,5:30:00,8.27,-0.462,1.617,-0.09,2.86,-3.41,-0.528,-0.06,8.755,3.9,8.39,not present ,0,0,
07/05/2022,6:00:00,8.61,0.21,2.619,-0.5,2.86,-3.41,-0.073,0.03,8.755,3.9,8.89,not present ,0,0,
07/05/2022,6:30:00,8.89,0.061,2.593,-0.49,2.86,-3.41,-0.183,0,8.755,3.89,9.5,not present ,0,0,
07/05/2022,7:00:00,8.97,-0.134,2.245,-0.34,2.86,-3.41,-0.444,-0.01,8.755,3.89,9.39,not present ,0,0,
07/05/2022,7:30:00,9.96,1.923,4.405,-1.06,2.86,-3.41,0.901,0.27,8.755,3.88,10.2,not present ,0,0,
07/05/2022,8:00:00,10.21,0.904,3.659,-0.81,2.86,-3.41,0.294,0.12,8.747,3.87,10.8,not present ,0,0,
07/05/2022,8:30:00,11.18,1.336,4.923,-1.27,2.86,-3.41,0.334,0.19,8.712,3.87,11.7,not present ,0,0,
07/05/2022,9:00:00,12.49,1.21,4.884,-1.15,2.86,-3.41,0.49,0.17,8.662,3.86,12,not present ,0,0,
07/05/2022,9:30:00,11.75,-0.234,2.68,-0.41,2.86,-3.41,-0.672,-0.03,8.689,3.86,10.8,not present ,0,0,
07/05/2022,10:00:00,12.08,-0.498,2.495,-0.35,2.86,-3.41,-1.149,-0.07,8.677,3.85,11.2,not present ,0,0,
07/05/2022,10:30:00,12.12,-0.852,2.006,-0.18,2.86,-3.41,-0.94,-0.12,8.673,3.85,11,not present ,0,0,
07/05/2022,11:00:00,11.2,-0.99,0,0,2.86,-3.41,-1.305,-0.14,8.708,3.84,10.3,not present ,0,0,
07/05/2022,11:30:00,11.12,-0.619,1.723,-0.05,2.86,-3.41,-0.914,-0.08,8.712,3.84,10.5,not present ,0,0,
07/05/2022,12:00:00,11,-1.381,0,0,2.86,-3.41,-1.24,-0.19,8.716,3.83,10,not present ,0,0,
07/05/2022,12:30:00,10.18,-2.087,0,0,2.86,-3.41,-1.438,-0.29,8.751,3.83,8.6,not present ,0,0,
07/05/2022,13:00:00,9.44,-1.911,0,0,2.86,-3.41,-1.352,-0.27,8.755,3.82,8,not present ,0,0,
07/05/2022,13:30:00,9.54,-2.33,0,0,2.86,-3.41,-1.186,-0.33,8.755,3.94,26.7,present ,24.57,113.7,
07/05/2022,14:00:00,9.14,-2.263,0,0,2.86,-3.41,-1.117,-0.32,8.755,3.99,28.8,present ,24.4,114.6,
07/05/2022,14:30:00,8.56,-2.179,0,0,2.86,-3.41,-0.97,-0.31,8.755,4.1,28.5,present ,24.2,115.8,
07/05/2022,15:00:00,8.03,-1.885,0,0,2.86,-3.41,-0.959,-0.27,8.755,4.18,27.5,present ,24.02,111.6,
07/05/2022,15:30:00,7.23,-1.358,0,0,2.86,-3.41,-0.723,-0.19,8.755,4.19,16.5,present ,23.92,35.4,
07/05/2022,16:00:00,6.5,-1.334,0,0,2.86,-3.41,-0.868,-0.19,8.755,4.19,11.7,present ,23.91,29.1,
07/05/2022,16:30:00,6.02,-0.957,0,0,2.86,-3.41,-0.835,-0.13,8.755,4.19,9.89,present ,23.77,28.8,
