Filename,Tree,Start_date,Reading,Output
PSY1K30H.CSV,DF49GT,2022-05-03 15:30,1,1
PSY1J10I.CSV,ES48GT,2022-04-25 13:30,1,1
PSY1I604.CSV,DF21US,2022-04-28 14:00,1,1
PSY1I30Z.CSV,ES50LS,2022-04-28 17:30,1,1
PSY51-2022.CSV,ES51US,2022-05-03 13:00,1,1
PSY27.CSV,DF27US,2022-05-28 10:30,1,1
PSY1M409.CSV,ES42US,2022-04-28 17:30,1,1
PSY01-2022.CSV,ES01US,2022-05-12 14:00,1,1
PSY03-2022.CSV,DF03US,2022-05-03 14:30,1,1
