Serial Number:,PSY1M409
APP Serial #:,03000AD3
Head Serial #:,2270
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
28/04/2022,04:51:33,25.79,1.085,4.270,-0.69,1.00,-3.80,0.714,0.14,8.173,4.15,24.60 ,present ,USB ,USB ,
Serial Number:,PSY1M409
APP Serial #:,03000AD3
Head Serial #:,2270
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,ES42 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
29/04/2022,22:00:00,8.56,1.075,0.000,0.00,0.98,-4.64,-6.690,0.15,8.755,4.18,18.00 ,present ,24.12 ,60.90 ,
29/04/2022,22:30:00,6.90,1.105,0.000,0.00,0.98,-4.64,-5.412,0.15,8.755,4.18,10.90 ,present ,24.18 ,31.80 ,
29/04/2022,23:00:00,5.51,1.042,0.000,0.00,0.98,-4.64,-4.744,0.14,8.755,4.17,6.50 ,present ,24.22 ,28.20 ,
29/04/2022,23:30:00,4.34,0.858,0.000,0.00,0.98,-4.64,-4.676,0.12,8.755,4.17,5.40 ,present ,24.12 ,28.20 ,
30/04/2022,00:00:00,3.26,0.715,0.000,0.00,0.98,-4.64,-4.362,0.10,8.755,4.17,4.69 ,present ,24.04 ,27.90 ,
30/04/2022,00:30:00,2.35,0.556,0.000,0.00,0.98,-4.64,-3.618,0.07,8.755,4.17,4.10 ,present ,23.97 ,28.20 ,
30/04/2022,01:00:00,1.83,0.401,0.000,0.00,0.98,-4.64,-2.993,0.05,8.755,4.17,4.30 ,present ,23.87 ,28.20 ,
30/04/2022,01:30:00,1.12,0.362,0.000,0.00,0.98,-4.64,-2.994,0.05,8.755,4.17,3.70 ,present ,23.83 ,27.90 ,
30/04/2022,02:00:00,0.55,0.202,0.000,0.00,0.98,-4.64,-2.607,0.02,8.755,4.17,3.50 ,present ,24.08 ,28.20 ,
30/04/2022,02:30:00,0.05,0.048,0.000,0.00,0.98,-4.64,-2.413,0.00,8.755,4.17,3.20 ,present ,24.12 ,28.20 ,
